Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_017639655.1	3308	3288	20	7	39	128	148594	2021-03-30	Falco naumanni	Sarcopterygii	Aves	Neognathae			Falconiformes	PacBio CLR
GCA_963210335.1	3312	3302	10	9	33	87	148596	2023-08-19	Falco punctatus	Sarcopterygii	Aves	Neognathae			Falconiformes	PacBio HiFi
GCA_009819825.1	3321	3305	16	11	22	183	54380	2019-12-31	Cariama cristata	Sarcopterygii	Aves	Neognathae			Cariamiformes	PacBio CLR
GCA_014839835.1	3277	3267	10	11	66	110	118200	2020-10-02	Dryobates pubescens	Sarcopterygii	Aves	Neognathae			Piciformes	PacBio CLR
GCA_015220805.1	3268	3260	8	7	79	144	488313	2020-11-03	Pogoniulus pusillus	Sarcopterygii	Aves	Neognathae			Piciformes	PacBio CLR
GCA_009819595.1	3296	3259	37	7	51	269	57421	2019-12-31	Merops nubicus	Sarcopterygii	Aves	Neognathae			Coraciiformes	PacBio CLR
GCA_009769605.1	3308	3295	13	4	42	219	153643	2019-12-23	Bucorvus abyssinicus	Sarcopterygii	Aves	Neognathae			Bucerotiformes	PacBio CLR
GCA_020746105.1	3300	3287	13	8	46	157	297711	2021-11-05	Trogon surrucura	Sarcopterygii	Aves	Neognathae			Trogoniformes	PacBio CLR
GCA_034619465.1	3299	3295	4	9	46	117	188344	2023-12-27	Leptosomus discolor	Sarcopterygii	Aves	Neognathae			Coraciiformes	PacBio HiFi
GCA_028858725.2	3251	3224	27	5	98	103	57412	2023-02-24	Colius striatus	Sarcopterygii	Aves	Neognathae			Coliiformes	PacBio HiFi
GCA_031877795.1	3317	3295	22	8	29	109	111821	2023-09-25	Strix aluco	Sarcopterygii	Aves	Neognathae			Strigiformes	PacBio HiFi
GCA_900496995.4	3330	3318	12	7	17	151	223781	2021-03-26	Aquila chrysaetos chrysaetos	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio CLR
GCA_947461875.1	3333	3320	13	5	16	93	8969	2022-12-06	Haliaeetus albicilla	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_026419915.1	3337	3323	14	4	13	124	202280	2022-11-27	Harpia harpyja	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_929443795.1	3343	3334	9	5	6	90	8957	2022-02-09	Accipiter gentilis	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_028022735.1	3341	3322	19	4	9	104	33610	2023-01-31	Gypaetus barbatus	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_964188355.1	3344	3339	5	2	8	89	30397	2024-06-21	Buteo buteo	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_037962945.1	3325	3298	27	4	25	101	43583	2024-04-04	Sarcoramphus papa	Sarcopterygii	Aves	Neognathae			Accipitriformes	PacBio HiFi
GCA_030463565.1	3332	3313	19	2	20	108	36300	2023-07-18	Pelecanus crispus	Sarcopterygii	Aves	Neognathae			Pelecaniformes	PacBio HiFi
GCA_020745775.1	3319	3310	9	3	32	166	1118847	2021-11-05	Theristicus caerulescens	Sarcopterygii	Aves	Neognathae			Pelecaniformes	PacBio CLR
GCA_949628215.1	3318	3307	11	7	29	109	126867	2023-04-08	Phalacrocorax aristotelis	Sarcopterygii	Aves	Neognathae			Suliformes	PacBio HiFi
GCA_963921805.1	3332	3321	11	5	17	116	9209	2024-02-09	Phalacrocorax carbo	Sarcopterygii	Aves	Neognathae			Suliformes	PacBio HiFi
GCA_031468815.1	3323	3318	5	3	28	88	37578	2023-09-15	Morus bassanus	Sarcopterygii	Aves	Neognathae			Suliformes	PacBio HiFi
GCA_017639555.1	3298	3289	9	8	48	232	52777	2021-03-30	Ciconia maguari	Sarcopterygii	Aves	Neognathae			Ciconiiformes	PacBio CLR
GCA_964195595.1	3343	3310	33	2	9	104	1323832	2024-06-30	Calonectris borealis	Sarcopterygii	Aves	Neognathae			Procellariiformes	PacBio HiFi
GCA_027474245.1	3306	3292	14	4	44	113	9240	2022-12-28	Spheniscus humboldti	Sarcopterygii	Aves	Neognathae			Sphenisciformes	PacBio HiFi
GCA_030936135.1	3321	3313	8	6	27	103	37040	2023-08-30	Gavia stellata	Sarcopterygii	Aves	Neognathae			Gaviiformes	PacBio HiFi
GCA_027574665.1	3315	3302	13	8	31	114	54386	2023-01-09	Rhynochetos jubatus	Sarcopterygii	Aves	Neognathae			Eurypygiformes	PacBio HiFi
GCA_017639485.1	3295	3286	9	10	49	164	670352	2021-03-30	Pluvialis apricaria	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio CLR
GCA_008658365.1	3284	3279	5	9	61	181	28689	2019-10-10	Alca torda	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio CLR
GCA_009819605.1	3310	3288	22	8	36	121	108405	2019-12-31	Sterna hirundo	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio CLR
GCA_028500815.1	3315	3291	24	9	30	117	75485	2023-02-09	Rissa tridactyla	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio HiFi
GCA_963924245.1	3332	3326	6	3	19	111	1192867	2024-01-20	Chroicocephalus ridibundus	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio HiFi
GCA_963932225.1	3337	3332	5	6	11	99	8915	2024-02-07	Larus fuscus	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio HiFi
GCA_964106895.1	3300	3275	25	7	47	90	31919	2024-06-06	Numenius arquata	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio HiFi
GCA_964199755.1	3338	3326	12	3	13	91	119627	2024-07-14	Larus michahellis	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio HiFi
GCA_011004875.1	3331	3320	11	4	19	126	100784	2020-03-05	Balearica regulorum gibbericeps	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio CLR
GCA_028858705.1	3340	3318	22	4	10	91	9117	2023-02-24	Grus americana	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio CLR
GCA_964106855.1	3346	3334	12	3	5	104	40816	2024-06-06	Grus grus	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_020800305.1	3272	3259	13	8	74	93	439704	2021-11-08	Porphyrio hochstetteri	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_964237585.1	3300	3287	13	10	44	89	9123	2024-08-31	Gallinula chloropus	Sarcopterygii	Aves	Neognathae			Gruiformes	PacBio HiFi
GCA_030867145.1	3300	3277	23	8	46	100	30419	2023-08-24	Opisthocomus hoazin	Sarcopterygii	Aves	Neognathae			Opisthocomiformes	PacBio HiFi
GCA_003957555.2	3221	3209	12	25	108	185	9244	2019-05-17	Calypte anna	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_023637945.1	3261	3252	9	9	84	105	46513	2022-06-01	Phaethornis superciliosus	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_036169615.1	3254	3236	18	10	90	114	472823	2024-01-26	Heliangelus exortis	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio HiFi
GCA_020740795.1	3244	3235	9	7	103	104	8895	2021-11-04	Apus apus	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_020745705.1	3272	3263	9	8	74	172	243314	2021-11-05	Hemiprocne comata	Sarcopterygii	Aves	Neognathae			Apodiformes	PacBio CLR
GCA_907165065.1	3315	3302	13	4	35	98	111811	2021-05-17	Caprimulgus europaeus	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	PacBio CLR
GCA_039906565.1	3297	3274	23	14	43	120	48277	2024-05-31	Aegotheles albertisi	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	PacBio HiFi
GCA_028020825.1	3312	3277	35	4	38	112	8905	2023-01-31	Podargus strigoides	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	PacBio HiFi
GCA_013368605.1	3306	3290	16	8	40	156	48427	2020-06-23	Nyctibius grandis	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	PacBio CLR
GCA_036417535.1	3316	3308	8	6	32	110	187382	2024-02-07	Chlamydotis macqueenii	Sarcopterygii	Aves	Neognathae			Otidiformes	PacBio HiFi
GCA_009769465.1	3278	3270	8	10	66	234	121530	2019-12-19	Tauraco erythrolophus	Sarcopterygii	Aves	Neognathae			Musophagiformes	PacBio CLR
GCA_017976375.1	3323	3313	10	7	24	123	55661	2021-04-15	Cuculus canorus	Sarcopterygii	Aves	Neognathae			Cuculiformes	PacBio CLR
GCA_009769525.1	3273	3263	10	16	65	315	240206	2019-12-23	Pterocles gutturalis	Sarcopterygii	Aves	Neognathae			Pterocliformes	PacBio CLR
GCA_901699155.2	3192	3147	45	16	146	218	177155	2021-05-17	Streptopelia turtur	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio CLR
GCA_964273445.1	3318	3305	13	7	29	93	177147	2024-10-04	Streptopelia decaocto	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio HiFi
GCA_963082525.1	3322	3310	12	8	24	110	187126	2023-08-09	Nesoenas mayeri	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio HiFi
GCA_036013445.1	3341	3336	5	3	10	95	187106	2024-01-26	Caloenas nicobarica	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio HiFi
GCA_036971685.1	3334	3318	16	4	16	94	372321	2024-03-06	Patagioenas fasciata	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio HiFi
GCA_036013475.2	3302	3283	19	7	45	109	8932	2024-04-08	Columba livia	Sarcopterygii	Aves	Neognathae			Columbiformes	PacBio HiFi
GCA_009819775.1	3302	3287	15	9	43	196	9218	2019-12-31	Phoenicopterus ruber ruber	Sarcopterygii	Aves	Neognathae			Phoenicopteriformes	PacBio CLR
GCA_016700215.2	3303	3297	6	11	40	101	9031	2021-10-01	Gallus gallus	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio CLR
GCA_023343835.1	3286	3278	8	10	58	120	64668	2022-05-12	Lagopus muta	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio HiFi
GCA_951394365.1	3284	3275	9	9	61	110	100830	2023-06-15	Tetrao urogallus	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio HiFi
GCA_039878825.1	3258	3249	9	13	83	118	46218	2024-05-31	Excalfactoria chinensis	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	PacBio HiFi
GCA_009819795.1	3299	3287	12	9	46	115	219594	2019-12-31	Aythya fuligula	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio CLR
GCA_964211825.1	3339	3313	26	6	9	112	219593	2024-07-31	Aythya ferina	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_964035555.1	3316	3305	11	8	30	114	30387	2024-04-29	Netta rufina	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_964188345.1	3329	3298	31	8	17	100	8839	2024-06-21	Anas platyrhynchos	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_009769625.2	3297	3284	13	8	49	179	8869	2021-03-31	Cygnus olor	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio CLR
GCA_963932015.1	3314	3302	12	11	29	120	28680	2024-02-07	Anas acuta	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_964034855.1	3320	3311	9	7	27	120	132585	2024-04-27	Anser brachyrhynchus	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_964211835.1	3321	3296	25	6	27	116	8843	2024-07-31	Anser anser	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_964059595.1	3331	3319	12	5	18	98	107022	2024-06-06	Bucephala clangula	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_963989345.1	3328	3317	11	6	20	99	197941	2024-03-14	Clangula hyemalis	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_036873955.1	3289	3264	25	12	53	116	1570318	2024-02-26	Mergus octosetaceus	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	PacBio HiFi
GCA_040807025.1	3332	3219	113	5	17	87	8801	2024-07-22	Struthio camelus	Sarcopterygii	Aves			Palaeognathae	Struthioniformes	PacBio HiFi
GCA_036370855.1	3326	3187	139	7	21	98	8790	2024-02-26	Dromaius novaehollandiae	Sarcopterygii	Aves			Palaeognathae	Casuariiformes	PacBio HiFi
GCA_036417845.1	3337	3331	6	7	10	115	2696672	2024-02-06	Apteryx mantelli	Sarcopterygii	Aves			Palaeognathae	Apterygiformes	PacBio HiFi
GCA_028389875.1	3333	3327	6	5	16	89	8795	2023-02-06	Rhea pennata	Sarcopterygii	Aves			Palaeognathae	Rheiformes	PacBio HiFi
GCA_030867095.1	3328	3317	11	2	24	77	8496	2023-08-24	Alligator mississippiensis	Sarcopterygii	Crocodylia				Crocodylia	PacBio HiFi
GCA_030020295.1	3337	3329	8	3	14	68	94835	2023-05-22	Gavialis gangeticus	Sarcopterygii	Crocodylia				Crocodylia	PacBio HiFi
GCA_033958435.1	3347	3340	7	3	4	69	44489	2023-11-27	Carettochelys insculpta	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_015237465.2	3350	3344	6	0	4	65	8469	2021-07-15	Chelonia mydas	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio CLR
GCA_033349115.1	2997	2983	14	20	337	67	3026461	2023-11-06	Macrochelys suwanniensis	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_009764565.4	3314	3310	4	10	30	161	27794	2021-08-25	Dermochelys coriacea	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio CLR
GCA_028017835.1	3342	3334	8	1	11	63	82168	2023-01-30	Emys orbicularis	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_027887155.1	3349	3339	10	1	4	65	2991368	2023-01-18	Malaclemys terrapin pileata	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_032164245.1	3207	3195	12	11	136	69	142480	2023-09-29	Sternotherus odoratus	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_007399415.1	3344	3310	34	2	8	143	1825980	2019-07-25	Gopherus evgoodei	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio CLR
GCA_025201925.1	3333	3320	13	11	10	67	286002	2022-09-15	Gopherus flavomarginatus	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio CLR
GCA_040894355.1	3351	3346	5	0	3	76	1041117	2024-07-26	Myuchelys georgesi	Sarcopterygii	Testudinata		Testudinata		Testudines	PacBio HiFi
GCA_035149785.1	3332	3325	7	1	21	71	51853	2024-01-18	Candoia aspera	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_030867105.1	3335	3330	5	2	17	74	283338	2023-08-24	Liasis olivaceus	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_024294585.1	3322	3307	15	5	27	90	246179	2022-07-20	Vipera latastei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_947247035.1	3294	3276	18	19	40	112	103942	2022-10-30	Vipera ursinii	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_031021105.1	3269	3207	62	15	70	114	121349	2023-08-31	Erythrolamprus reginae	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964194415.1	3313	3264	49	7	34	100	31155	2024-06-28	Vipera berus	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_009769535.1	3260	3198	62	22	72	254	35005	2019-12-23	Thamnophis elegans	Sarcopterygii	Lepidosauria				Squamata	PacBio CLR
GCA_964273705.1	3300	3271	29	12	42	85	2025560	2024-10-05	Natrix helvetica	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_037176765.1	3332	3227	105	9	13	96	38937	2024-03-15	Anolis sagrei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_035047305.1	3335	3324	11	5	14	73	179887	2024-01-03	Bradypodion pumilum	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_035047345.1	3332	3311	21	8	14	84	179890	2024-01-03	Bradypodion ventrale	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_030440675.1	3339	3337	2	4	11	88	187939	2023-07-12	Furcifer pardalis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_030412105.1	3336	3322	14	6	12	68	118683	2023-07-07	Cyclura pinguis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_029215775.1	3341	3332	9	1	12	69	2202111	2023-03-14	Anniella stebbinsi	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_023053635.2	3341	3333	8	2	11	75	159646	2024-01-04	Elgaria multicarinata webbii	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_009819535.1	3340	3303	37	3	11	143	80427	2019-12-31	Lacerta agilis	Sarcopterygii	Lepidosauria				Squamata	PacBio CLR
GCA_027172205.1	3350	3332	18	2	2	68	65483	2022-12-27	Podarcis raffonei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_951804945.1	3349	3337	12	2	3	83	1330250	2023-06-02	Podarcis cretensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964188175.1	3349	3334	15	2	3	66	65484	2024-06-21	Podarcis siculus	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964188315.1	3350	3327	23	2	2	69	64176	2024-06-21	Podarcis muralis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964188305.1	3291	3271	20	2	61	66	90520	2024-06-21	Podarcis bocagei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964106915.2	3349	3333	16	2	3	68	90521	2024-09-17	Podarcis gaigeae	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964106645.2	3342	3315	27	7	5	69	74359	2024-07-06	Podarcis pityusensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964252035.1	3255	3239	16	11	88	68	140042	2024-08-31	Podarcis erhardii	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964234715.1	3349	3327	22	3	2	73	65482	2024-08-31	Podarcis melisellensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_964270895.1	3348	3322	26	2	4	76	65481	2024-09-29	Podarcis filfolensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_963506605.1	3348	3323	25	2	4	79	8524	2023-09-20	Zootoca vivipara	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_030035675.1	3339	3312	27	4	11	61	261503	2023-05-22	Rhineura floridana	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_023333525.1	2811	2801	10	12	531	75	2917703	2022-05-11	Aspidoscelis tigris stejnegeri	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_035046505.1	3237	3222	15	7	110	63	71010	2024-01-04	Tiliqua scincoides	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_029931775.1	3345	3329	16	3	6	80	460621	2023-05-15	Euleptes europaea	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCA_027410445.1	3264	3222	42	32	58	74	8351	2022-12-28	Discoglossus pictus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_027579735.1	3248	3151	97	54	51	112	8345	2023-01-09	Bombina bombina	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_964205295.1	3188	3103	85	83	81	58	8348	2024-07-29	Bombina variegata	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_037306005.1	3279	3268	11	26	49	63	43566	2024-03-20	Rhinophrynus dorsalis	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040206685.1	3177	3152	25	67	110	121	8439	2024-06-17	Ascaphus truei	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_031893055.1	3233	3210	23	10	111	101	238119	2023-09-26	Leptodactylus fuscus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_036172605.1	3306	3277	29	9	39	62	191477	2024-01-26	Pelobates fuscus	Sarcopterygii	Amphibia					PacBio HiFi
GCA_036172795.1	3314	3299	15	7	33	60	233781	2024-01-26	Pelodytes ibericus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_027358695.2	3302	3291	11	7	45	83	233779	2022-12-27	Spea bombifrons	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_038501925.1	3329	2012	1317	5	20	108	288555	2024-04-29	Xenopus petersii	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_035609145.1	3266	3239	27	12	76	77	57060	2024-01-12	Eleutherodactylus coqui	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040937935.1	3239	3178	61	27	88	89	752182	2024-07-30	Hyperolius riggenbachi	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_905171765.1	3274	3248	26	25	55	119	8384	2021-01-28	Bufo bufo	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_027789765.1	3298	3245	53	12	44	79	150705	2023-01-13	Dendropsophus ebraccatus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_029499605.1	3216	3199	17	41	97	95	327740	2023-04-07	Hyla sarda	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_032444005.1	3290	3255	35	15	48	66	111125	2023-10-16	Ranitomeya imitator	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_040894005.1	3249	3216	33	27	78	79	76066	2024-07-30	Engystomops pustulosus	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_028390025.1	3275	3260	15	16	63	68	495146	2023-02-06	Pseudophryne corroboree	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_038048845.1	3273	3246	27	14	67	75	3061075	2024-04-17	Mixophyes fleayi	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_027917425.1	3278	3255	23	16	60	79	8429	2023-01-18	Gastrophryne carolinensis	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio HiFi
GCA_905171775.1	3261	3225	36	28	65	106	8407	2021-01-28	Rana temporaria	Sarcopterygii	Amphibia			Batrachia	Anura	PacBio CLR
GCA_026652325.1	3290	3249	41	28	36	45	8319	2022-12-05	Pleurodeles waltl	Sarcopterygii	Amphibia			Batrachia	Caudata	PacBio HiFi
GCA_901001135.2	3315	3245	70	14	25	170	194408	2021-04-24	Rhinatrema bivittatum	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_901765095.2	3306	3191	115	13	35	164	1415580	2021-04-24	Microcaecilia unicolor	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_902459505.2	3294	3255	39	23	37	90	260995	2021-04-24	Geotrypetes seraphini	Sarcopterygii	Amphibia				Gymnophiona	PacBio CLR
GCA_900747795.4	3311	3299	12	12	31	97	27687	2021-07-07	Erpetoichthys calabaricus	Actinopterygii	Cladistia				Polypteriformes	PacBio CLR
GCA_902713425.2	3335	1006	2329	8	11	124	7906	2022-02-02	Acipenser ruthenus	Actinopterygii	Actinopteri		Chondrostei		Acipenseriformes	PacBio HiFi
GCA_036373705.1	3334	3324	10	5	15	83	7924	2024-02-06	Amia calva	Actinopterygii	Actinopteri	Holostei	Neopterygii		Amiiformes	PacBio HiFi
GCA_040954835.1	3350	3347	3	3	1	83	7918	2024-08-01	Lepisosteus oculatus	Actinopterygii	Actinopteri	Holostei	Neopterygii		Semionotiformes	PacBio HiFi
GCA_013368585.1	3343	3092	251	0	11	94	118141	2020-06-23	Megalops cyprinoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Elopiformes	PacBio CLR
GCA_013347855.1	3321	3152	169	7	26	120	7936	2020-06-18	Anguilla anguilla	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio CLR
GCA_963514075.1	3310	3153	157	14	30	129	82655	2023-09-29	Conger conger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio HiFi
GCA_900964775.1	3336	3215	121	2	16	108	113540	2019-04-11	Scleropages formosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	PacBio CLR
GCA_900700375.2	3306	3058	248	10	38	196	299321	2020-07-31	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio CLR
GCA_018492685.1	3330	3304	26	9	15	145	34773	2021-05-25	Alosa sapidissima	Actinopterygii	Actinopteri	Teleostei		Euarchontoglires	Primates	PacBio HiFi
GCA_963457725.1	3326	3301	25	10	18	106	196075	2023-09-20	Sprattus sprattus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_963854185.1	3321	3291	30	10	23	119	27697	2023-12-14	Sardina pilchardus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_902362185.1	3344	3321	23	3	7	98	29144	2019-08-14	Chanos chanos	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gonorynchiformes	PacBio CLR
GCA_944039275.1	3336	3319	17	2	16	90	7955	2022-06-24	Danio rerio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_949152265.1	3327	3309	18	6	21	108	58324	2023-04-08	Phoxinus phoxinus		Mammalia			Euarchontoglires	Primates	PacBio HiFi
GCA_951802725.1	3333	3316	17	3	18	117	48668	2023-05-30	Rutilus rutilus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_949319135.1	3335	3309	26	3	16	103	8284	2023-04-08	Squalius cephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_947034865.1	3290	3271	19	10	53	133	135647	2022-10-07	Barbatula barbatula	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_963993115.1	3332	3302	30	2	20	124	38527	2024-03-16	Abramis brama	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_964197995.1	3330	3284	46	9	15	124	58319	2024-07-10	Scardinius erythrophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Primates	PacBio HiFi
GCA_949357685.1	3316	3295	21	15	23	124	27704	2023-04-08	Gobio gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_963082965.1	3327	1646	1681	7	20	157	217509	2023-08-09	Carassius carassius	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_936440315.1	3344	753	2591	3	7	190	40830	2022-05-03	Barbus barbus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
