Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_013397695.1	1118519	2020-07-10	38255	66277	14132	1029319583	Centropus unirufus	Sarcopterygii	Aves	Neognathae			Cuculiformes	missing
GCA_013397715.1	198940	2020-07-10	67726	46130	7253	1013754498	Calcarius ornatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397725.1	156170	2020-07-10	50661	81491	18518	1038744194	Rhagologus leucostigma	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397755.1	254448	2020-07-10	70227	67183	13765	1035698508	Cnemophilus loriae	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397775.1	461239	2020-07-10	53451	59779	15191	1033040479	Eulacestoma nigropectus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397795.1	38397	2020-07-10	55372	60556	15209	1027467587	Orthonyx spaldingii	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397815.1	461220	2020-07-10	95837	39787	8217	1042529526	Aleadryas rufinucha	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397825.1	360224	2020-07-10	31838	79812	17131	1061511693	Onychorhynchus coronatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397845.1	254552	2020-07-10	79700	54471	11390	1023265634	Melanocharis versteri	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397865.1	181839	2020-07-10	58066	54693	13918	1033908312	Struthidea cinerea	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397895.1	720586	2020-07-10	55775	69505	15605	1025272407	Origma solitaria	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397915.1	254528	2020-07-10	73518	47250	11262	1024869767	Daphoenositta chrysoptera	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397935.1	243059	2020-07-10	63758	48152	12194	1018135208	Dasyornis broadbenti	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397955.1	266360	2020-07-10	69932	57615	13106	1007034428	Grantiella picta	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397975.1	1160894	2020-07-10	83721	46022	9750	1034963128	Machaerirhynchus nigripectus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013397995.1	720584	2020-07-10	108192	38980	6760	1003749200	Malurus elegans	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398015.1	979223	2020-07-10	71106	57354	12730	1032010239	Oreocharis arfaki	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398035.1	181101	2020-07-10	103850	16217	3607	854803993	Panurus biarmicus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398055.1	461245	2020-07-10	75026	50790	11215	1035709406	Ifrita kowaldi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398075.1	366454	2020-07-10	106256	30650	6150	1015570850	Notiomystis cincta	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398115.1	254539	2020-07-10	58991	88972	19737	1037567408	Falcunculus frontatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398125.1	48278	2020-07-10	80005	46244	10012	1076157925	Aegotheles bennettii	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	missing
GCA_013398155.1	227192	2020-07-10	170680	20909	4008	1115892818	Pedionomus torquatus	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013398175.1	47695	2020-07-10	68862	52840	11832	1048104586	Climacteris rufus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398225.1	48435	2020-07-10	186552	18483	4195	1192522296	Steatornis caripensis	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	missing
GCA_013398275.1	254652	2020-07-10	76139	56247	11676	1035757775	Promerops cafer	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398295.1	227182	2020-07-10	69473	55718	13857	1167876586	Chionis minor	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013398315.1	2585814	2020-07-10	48267	37305	9838	939795269	Nothoprocta pentlandii	Sarcopterygii	Aves			Palaeognathae	Tinamiformes	missing
GCA_013398335.1	83376	2020-07-10	49406	39347	9669	943442019	Nothoprocta ornata	Sarcopterygii	Aves			Palaeognathae	Tinamiformes	missing
GCA_013398345.1	1977171	2020-07-10	69709	26881	6731	967761333	Nothocercus nigrocapillus	Sarcopterygii	Aves			Palaeognathae	Tinamiformes	missing
GCA_013398405.1	371919	2020-07-10	78937	57804	7018	1023594972	Pheucticus melanocephalus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398455.1	64802	2020-07-10	54580	84295	17770	1020433289	Loxia curvirostra	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398475.1	75869	2020-07-10	34301	91211	19936	1101017527	Asarcornis scutulata	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_013398505.2	468512	2021-04-30	95623	22972	4663	1058514814	Rhegmatorhina hoffmannsi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398575.1	73333	2020-07-10	67148	48850	8544	1023258710	Certhia familiaris	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398595.1	614051	2020-07-10	52308	47121	9461	984454866	Cercotrichas coryphoeus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398615.1	3235156	2020-07-10	33826	85408	16249	903162233	Brachypodius melanocephalos	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398635.1	797021	2020-07-10	48476	75833	10263	1009859639	Copsychus sechellarum	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398715.1	381881	2020-07-10	87095	28306	7244	1044486590	Nesospiza acunhae	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398735.1	2585813	2020-07-10	59376	32724	8173	978095341	Nothocercus julius	Sarcopterygii	Aves			Palaeognathae	Tinamiformes	missing
GCA_013398745.1	239371	2020-07-10	42566	52038	13627	993739876	Sapayoa aenigma	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398795.1	1463973	2020-07-10	59525	35375	8124	981123452	Elachura formosa	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398815.1	425643	2020-07-10	116162	33424	7035	1185526735	Ibidorhyncha struthersii	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013398835.1	337179	2020-07-10	115574	16757	3677	990836721	Emberiza fucata	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398855.1	874463	2020-07-10	115482	40781	6643	1027527664	Mohoua ochrocephala	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398875.1	670356	2020-07-10	63861	32414	7798	999695827	Prunella himalayana	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398915.1	458190	2020-07-10	159254	32947	6257	1150284946	Dromas ardeola	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013398935.1	1961834	2020-07-10	83989	25796	6030	1042459335	Ceuthmochares aereus	Sarcopterygii	Aves	Neognathae			Cuculiformes	missing
GCA_013398955.1	1347786	2020-07-10	58956	83470	16557	1045971336	Callaeas wilsoni	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398975.1	159581	2020-07-10	156601	29178	4894	1031385535	Catharus fuscescens	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013398995.1	670337	2020-07-10	168984	36904	3840	1054214713	Alaudala cheleensis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399015.1	1109041	2020-07-10	58761	90769	14681	1001440294	Galbula dea	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_013399035.1	64278	2020-07-10	102087	45644	7110	1036000780	Quiscalus mexicanus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399055.1	322582	2020-07-10	261634	12772	1978	1156197873	Ramphastos sulfuratus	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_013399075.1	176938	2020-07-10	196854	19738	3132	1032119350	Chloroceryle aenea	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_013399095.1	54359	2020-07-10	81645	39180	9861	1156480022	Psophia crepitans	Sarcopterygii	Aves	Neognathae			Gruiformes	missing
GCA_013399115.1	8851	2020-07-10	86695	31568	8254	1121468530	Anseranas semipalmata	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_013399135.1	54369	2020-07-10	126629	29424	5518	1082178807	Heliornis fulica	Sarcopterygii	Aves	Neognathae			Gruiformes	missing
GCA_013399175.1	886794	2020-07-10	87308	38807	8183	970641112	Odontophorus gujanensis	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	missing
GCA_013399195.1	450177	2020-07-10	101792	69143	14718	1045186543	Dicrurus megarhynchus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399215.1	252798	2020-07-10	43069	53121	14094	1172083986	Spizaetus tyrannus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_013399225.1	667186	2020-07-10	62390	53517	13285	1015053539	Rhipidura dahli	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399275.1	56311	2020-07-10	45801	45813	12094	1086497534	Trogon melanurus	Sarcopterygii	Aves	Neognathae			Trogoniformes	missing
GCA_013399295.1	114369	2020-07-10	37927	52186	14742	1043129745	Piprites chloris	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399305.1	118793	2020-07-10	39314	62790	14339	1090886764	Rostratula benghalensis	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013399335.1	79628	2020-07-10	147684	13624	3218	1114937725	Fregetta grallaria	Sarcopterygii	Aves	Neognathae			Procellariiformes	missing
GCA_013399355.1	56343	2020-07-10	40762	53035	15255	1162818711	Herpetotheres cachinnans	Sarcopterygii	Aves	Neognathae			Falconiformes	missing
GCA_013399365.1	2953425	2020-07-10	122300	48291	9018	1109495448	Pampusana beccarii	Sarcopterygii	Aves	Neognathae			Columbiformes	missing
GCA_013399395.1	382315	2020-07-10	91380	25115	5511	1072674711	Nyctiprogne leucopyga	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	missing
GCA_013399435.1	54971	2020-07-10	129729	33950	6135	1114516392	Arenaria interpres	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013399455.1	156561	2020-07-10	183618	35722	3587	970669310	Anthoscopus minutus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399475.1	30388	2020-07-10	182320	25042	4482	1130326297	Chauna torquata	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_013399495.1	103956	2020-07-10	56483	40947	10538	1165625200	Corythaixoides concolor	Sarcopterygii	Aves	Neognathae			Musophagiformes	missing
GCA_013399515.1	208069	2020-07-10	69155	27507	7139	1007488956	Sylvietta virens	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399535.1	297813	2020-07-10	140393	13977	3442	1101416910	Phaetusa simplex	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013399565.1	9252	2020-07-10	70943	28903	8196	1168226045	Podilymbus podiceps	Sarcopterygii	Aves	Neognathae			Podicipediformes	missing
GCA_013399595.1	78217	2020-07-10	35733	66495	17505	1155553443	Glaucidium brasilianum	Sarcopterygii	Aves	Neognathae			Strigiformes	missing
GCA_013399615.1	175529	2020-07-10	127135	27701	5721	1118561637	Amazona guildingii	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_013399635.1	118183	2020-07-10	69596	33812	8013	1142465253	Chordeiles acutipennis	Sarcopterygii	Aves	Neognathae			Caprimulgiformes	missing
GCA_013399675.1	1118748	2020-07-10	107031	46775	8647	1187592377	Mesembrinibis cayennensis	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_013399695.1	1118560	2020-07-10	69562	42203	10420	1038213026	Formicarius rufipectus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399715.1	81907	2020-07-10	231722	12353	2201	1020279833	Alectura lathami	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	missing
GCA_013399735.1	137541	2020-07-10	103927	37027	8338	1045709351	Tyrannus savana	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399775.1	91796	2020-07-10	468013	6267	978	1039491884	Semnornis frantzii	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_013399795.1	2485327	2020-07-10	147853	29416	4875	1043792889	Zosterops hypoxanthus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399835.1	2585812	2020-07-10	82144	46155	9632	1025642991	Leptocoma aspasia	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399855.1	114331	2020-07-10	62395	54131	13056	1053941021	Oxyruncus cristatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399875.1	9132	2020-07-10	62620	74040	15149	1045095681	Gymnorhina tibicen	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399895.1	239386	2020-07-10	57866	53932	13217	1032753128	Serilophus lunatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399915.1	201329	2020-07-10	180923	23983	3593	1034452564	Illadopsis cleaveri	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399935.1	161649	2020-07-10	167406	26660	4254	984760830	Cinclus mexicanus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399945.1	441696	2020-07-10	121823	36000	6067	1021181461	Ploceus nigricollis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013399975.1	545262	2020-07-10	125862	32277	5395	1110782976	Indicator maculatus	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_013399995.1	279966	2020-07-10	130496	25257	5101	990372378	Oenanthe oenanthe	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400035.1	227184	2020-07-10	120582	28197	6087	1165373661	Rynchops niger	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400055.1	227226	2020-07-10	106931	34117	7039	1115929276	Nycticryphes semicollaris	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400075.1	68497	2020-07-10	136550	35821	5590	1038285541	Hippolais icterina	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400115.1	113115	2020-07-10	73344	46384	9337	988580102	Rhinopomastus cyanomelas	Sarcopterygii	Aves	Neognathae			Bucerotiformes	missing
GCA_013400135.1	240209	2020-07-10	144573	27138	5319	1141114809	Rhinoptilus africanus	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400155.1	3150915	2020-07-10	48099	49316	11155	1022480137	Helopsaltes ochotensis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400175.1	161653	2020-07-10	102913	45950	7291	1016476899	Phainopepla nitens	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400195.1	54356	2020-07-10	113265	32635	7176	1160329073	Aramus guarauna	Sarcopterygii	Aves	Neognathae			Gruiformes	missing
GCA_013400215.1	52622	2020-07-10	95170	40886	7655	1005447935	Cisticola juncidis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400235.1	181099	2020-07-10	68608	67624	13130	1031841844	Oriolus oriolus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400255.1	50251	2020-07-10	90536	40398	7983	1010446889	Sitta europaea	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400275.1	2585818	2020-07-10	161658	22047	4141	1035880932	Rhadina sibilatrix	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400295.1	243888	2020-07-10	143683	43106	5283	1171586670	Larus smithsonianus	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400315.1	125297	2020-07-10	123834	33613	5979	1020083878	Bombycilla garrulus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400335.1	325343	2020-07-10	97592	42652	8126	1119698696	Eurystomus gularis	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_013400355.1	73330	2020-07-10	85451	38844	8958	1020421568	Certhia brachydactyla	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400375.1	161742	2020-07-10	104395	34128	7058	1082188192	Thinocorus orbignyianus	Sarcopterygii	Aves	Neognathae			Ciconiiformes	missing
GCA_013400415.1	312124	2020-07-10	108617	31551	6485	1049256979	Scytalopus superciliaris	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400435.1	182897	2020-07-10	138833	31810	5250	1017477912	Pycnonotus jocosus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400445.1	36275	2020-07-10	97932	23863	4597	1004887283	Leiothrix lutea	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400475.1	240729	2020-07-10	147317	32213	5049	1221937131	Tricholaema leucomelas	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_013400515.1	1112836	2020-07-10	208963	29506	2893	997094210	Erpornis zantholeuca	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400535.1	33581	2020-07-10	386416	11464	1204	1078179962	Scopus umbretta	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_013400555.1	54508	2020-07-10	250171	18280	2506	1058440827	Jacana jacana	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400575.1	135441	2020-07-10	117586	38399	6717	1030095890	Peucedramus taeniatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400585.1	1218682	2020-07-10	270298	16693	1722	946700603	Chloropsis cyanopogon	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400615.1	302527	2020-07-10	322892	16640	1383	1078752061	Syrrhaptes paradoxus	Sarcopterygii	Aves	Neognathae			Pterocliformes	missing
GCA_013400635.1	589841	2020-07-10	337922	16402	903	842356480	Hypocryptadius cinnamomeus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400655.1	98133	2020-07-10	548342	7146	679	1008610195	Mystacornis crossleyi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400675.1	98144	2020-07-10	949938	2452	320	921829211	Oxylabes madagascariensis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400695.1	254563	2020-07-10	696805	4787	369	854298021	Neodrepanis coruscans	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400715.1	670355	2020-07-10	302577	14741	1521	990881112	Prunella fulvescens	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400735.1	9176	2020-07-10	222909	24908	2162	1012513977	Pomatostomus ruficeps	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400755.1	37079	2020-07-10	122410	37297	7110	1198389937	Pelecanoides urinatrix	Sarcopterygii	Aves	Neognathae			Procellariiformes	missing
GCA_013400775.1	221966	2020-07-10	266797	18221	1864	1021680014	Chaetops frenatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400795.1	227228	2020-07-10	138546	30111	5496	1171983181	Pluvianellus socialis	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400815.1	1463675	2020-07-10	76686	28608	5852	991849702	Centropus bengalensis	Sarcopterygii	Aves	Neognathae			Cuculiformes	missing
GCA_013400835.1	2585822	2020-07-10	141426	31765	5401	1108940299	Zapornia atra	Sarcopterygii	Aves	Neognathae			Gruiformes	missing
GCA_013400855.1	245048	2020-07-10	554145	9189	530	933030025	Buphagus erythrorhynchus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400875.1	317792	2020-07-10	457787	9860	788	935221264	Anhinga rufa	Sarcopterygii	Aves	Neognathae			Suliformes	missing
GCA_013400895.1	54017	2020-07-10	249629	18477	2977	1075653365	Thalassarche chlororhynchos	Sarcopterygii	Aves	Neognathae			Procellariiformes	missing
GCA_013400915.1	254575	2020-07-10	104403	48226	8008	1025637327	Pardalotus punctatus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400935.1	2529409	2020-07-10	161911	26424	3344	954450049	Turnix velox	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013400955.1	626378	2020-07-10	208666	39640	2528	1046232378	Drymodes brunneopygia	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400975.1	449594	2020-07-10	48893	82144	19069	1046015035	Atrichornis clamosus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013400995.1	689266	2020-07-10	343183	6920	1824	965432706	Oreotrochilus melanogaster	Sarcopterygii	Aves	Neognathae			Apodiformes	missing
GCA_013401035.1	2585811	2020-07-10	903856	2404	388	974392994	Horornis vulcanius	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401055.1	13746	2020-07-10	155551	20443	4299	1132533270	Uria aalge	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013401065.1	28697	2020-07-10	123523	38289	7946	1173099452	Cepphus grylle	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013401095.1	142471	2020-07-10	92671	54910	4578	1037090097	Passerina amoena	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401135.1	68486	2020-07-10	99659	62469	10956	1051673297	Cettia cetti	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401175.1	269412	2020-07-10	114497	62223	4752	1037854742	Xiphorhynchus elegans	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401195.1	932028	2020-07-10	61535	51603	8446	1010659109	Pomatorhinus ruficollis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401215.1	2478892	2020-07-10	161016	36096	4018	1168287680	Atlantisia rogersi	Sarcopterygii	Aves	Neognathae			Gruiformes	missing
GCA_013401235.1	357074	2020-07-10	67947	28091	7431	1026306856	Pteruthius melanotis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013401255.1	458196	2020-07-10	86322	47876	9537	1100041245	Urocolius indicus	Sarcopterygii	Aves	Neognathae			Coliiformes	missing
GCA_013401275.1	56262	2020-07-10	266347	15673	2528	1126007845	Pandion haliaetus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_013401295.1	43316	2020-07-10	72367	34361	7652	1144459400	Glareola pratincola	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_013401315.1	33584	2020-07-10	410955	18025	1001	1064507687	Balaeniceps rex	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_013401335.1	135165	2020-07-10	274352	23008	2079	1057572414	Brachypteracias leptosomus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_013401355.1	390723	2020-07-10	595837	7064	567	1029425644	Ceyx cyanopectus	Sarcopterygii	Aves	Neognathae			Coraciiformes	missing
GCA_013401375.1	40210	2020-07-10	760767	5402	384	954848116	Spizella passerina	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_013407035.1	30423	2020-07-13	552	23262489	4250230	1032959578	Coloeus monedula	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio CLR
GCA_013433245.1	303304	2020-07-21	227	11243935	2659937	1131864996	Ara glaucogularis	Sarcopterygii	Aves	Neognathae			Psittaciformes	Oxford Nanopore
GCA_014362685.1	219595	2020-08-22	97734	23904	5806	1044261403	Cygnus cygnus	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_014362705.1	985682	2020-08-22	38064	92059	15196	1082245892	Columba janthina nitens	Sarcopterygii	Aves	Neognathae			Columbiformes	missing
GCA_014363025.1	36249	2020-08-22	52302	49133	10274	1014839646	Corvus macrorhynchos	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_014363165.1	43311	2020-08-22	115122	18995	5095	1096757785	Fratercula cirrhata	Sarcopterygii	Aves	Neognathae			Charadriiformes	missing
GCA_014363185.1	52647	2020-08-22	40799	68104	16940	1174031446	Haliaeetus pelagicus	Sarcopterygii	Aves	Neognathae			Accipitriformes	missing
GCA_014363365.1	127929	2020-08-22	31949	97307	15710	997988923	Leucopsar rothschildi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_014549065.1	98964	2020-09-15	34334	113887	16578	1020643957	Cardinalis cardinalis	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_014706295.1	2767082	2020-09-23	3297	7380351	535447	1102011750	Lycocorax pyrrhopterus obiensis	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio CLR
GCA_014839755.1	73324	2020-10-02	310	31914676	4602110	1043816732	Sylvia borin	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio CLR
GCA_015163975.2	311896	2022-11-27	302050	16545	2409	1143939386	Pyrrhura lepida	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_015227895.2	51355	2021-12-06	9565	826960	50090	1369050887	Colaptes auratus	Sarcopterygii	Aves	Neognathae			Piciformes	missing
GCA_015883425.2	245042	2022-03-24	29051	122377	20161	1023249782	Lamprotornis superbus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_016545565.2	311901	2022-12-29	204064	18702	3656	1125584825	Pyrrhura cruentata	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_016584745.2	209781	2022-11-18	994	24608944	3350264	1246731387	Phylloscopus trochilus trochilus	Sarcopterygii	Aves	Neognathae			Passeriformes	PacBio HiFi
GCA_016647715.1	9050	2021-01-15	35114	91093	14778	1041449050	Pavo muticus	Sarcopterygii	Aves	Neognathae		Galloanserae	Galliformes	missing
GCA_017310255.1	110671	2021-03-09	29147	222988	37594	1194621758	Butorides virescens	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_017315185.1	371907	2021-03-09	24312	196832	39966	1236332227	Bubo scandiacus	Sarcopterygii	Aves	Neognathae			Strigiformes	missing
GCA_017589585.1	274622	2021-03-26	1749	3796120	380105	1112484139	Phylloscopus whistleri	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_017590115.1	356906	2021-03-26	24490	364434	70931	1043966562	Montifringilla adamsi	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_017612475.1	36299	2021-03-29	73843	38076	6981	1005910354	Zosterops japonicus	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_017639245.1	176066	2021-03-30	643	22647286	4499492	1168408283	Myiopsitta monachus	Sarcopterygii	Aves	Neognathae			Psittaciformes	PacBio RSII
GCA_017639355.1	12930	2021-03-30	3562354	589	154	1052188054	Amazona aestiva	Sarcopterygii	Aves	Neognathae			Psittaciformes	missing
GCA_017639485.1	670352	2021-03-30	375	15203797	2878681	1235472775	Pluvialis apricaria	Sarcopterygii	Aves	Neognathae			Charadriiformes	PacBio CLR
GCA_017639555.1	52777	2021-03-30	385	23757428	3837980	1217227625	Ciconia maguari	Sarcopterygii	Aves	Neognathae			Ciconiiformes	PacBio CLR
GCA_018104995.1	8855	2021-04-23	24339	206888	36086	1103530892	Cairina moschata	Sarcopterygii	Aves	Neognathae		Galloanserae	Anseriformes	missing
GCA_018403395.1	1215352	2021-03-31	105359	39993	6749	1183367635	Gorsachius goisagi	Sarcopterygii	Aves	Neognathae			Pelecaniformes	missing
GCA_018697195.1	186443	2021-06-03	37058	140998	23106	1085216835	Certhia americana	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
GCA_018881555.1	34926	2021-06-14	13583	552305	74299	1084680034	Amblyornis subalaris	Sarcopterygii	Aves	Neognathae			Passeriformes	missing
