Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_015105655.1	1355922	2020-10-29	114786	9597	2996	706057025	Cyphotilapia gibberosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015109715.1	2591268	2020-10-29	98508	11820	3442	716534532	Cyphotilapia sp. 5-bar frontosa AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015107215.1	559343	2020-10-29	100337	11088	3367	701079416	Cyprichromis coloratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015104635.1	51791	2020-10-29	128980	7919	2641	684763059	Cyprichromis leptosoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015106915.1	309879	2020-10-29	126476	7749	2667	678971933	Cyprichromis microlepidotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015052265.1	309881	2020-10-28	133891	7608	2570	682701417	Cyprichromis pavo	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015109335.1	2591269	2020-10-29	98866	11455	3466	705250943	Cyprichromis sp. dwarf jumbo AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015105695.1	2591270	2020-10-29	103150	10655	3273	697286465	Cyprichromis sp. jumbo AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015103475.1	2591271	2020-10-29	146366	6236	2311	659540217	Cyprichromis sp. kibishi AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015052445.1	309894	2020-10-28	108226	10175	3129	694540835	Cyprichromis zonatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_027497735.1	87718	2022-12-30	262210	3703	1105	648871505	Cyprinella lepida	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_027497675.1	28791	2022-12-30	177838	5302	1545	623160050	Cyprinella lutrensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_038021265.1	28792	2024-04-08	1382	1527672	583197	918031619	Cyprinella venusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_018398635.1	1987526	2021-05-19	39988	70632	11872	1060592602	Cyprinodon brontotheroides	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Oxford Nanopore
GCA_030533445.1	69136	2023-07-25	1385	12045327	1090297	1220205217	Cyprinodon diabolis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi
GCA_030533455.1	69241	2023-07-25	2509	7641286	378118	1216127369	Cyprinodon nevadensis mionectes	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi
GCF_016077235.1	77115	2020-12-15	2003	1362150	310798	1086882241	Cyprinodon tularosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio RSII
GCF_000732505.1	28743	2015-10-01	122469	18328	2547	899529256	Cyprinodon variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCF_018340385.1	7962	2021-05-12	33052	1558716	112315	1672146337	Cyprinus carpio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore
GCA_900302355.1	1176755	2018-03-19	150231	4843	1766	545311884	Cyttopsis rosea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Zeiformes	missing
GCA_901007715.1	94924	2020-04-15	110447	8271	2663	575563501	Dactylopterus volitans	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing
GCA_029465975.1	75939	2023-03-31	3803	814405	126806	718432238	Dallia pectoralis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	Oxford Nanopore
GCF_903798145.1	1142201	2020-06-27	2163	1517104	334955	1365168914	Danio aesculapii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR
GCA_903798035.1	27699	2020-06-16	132646	18826	4562	1230514935	Danio albolineatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_903798125.1	299714	2020-06-16	135551	13929	3079	899565620	Danio choprai	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_903798115.1	1982067	2020-06-16	93148	22545	5301	994416472	Danio jaintianensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_903798195.1	242068	2020-06-27	3261	1264270	271145	1665289311	Danio kyathit	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR
GCF_000002035.6	7955	2017-05-09	22181	854399	59212	1674509851	Danio rerio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_903798205.1	1093597	2020-06-16	146950	16685	4326	1270217083	Danio tinwini	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_007224835.1	2873325	2019-07-22	36005	133131	16686	725703273	Danionella cerebrum	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore
GCA_900490495.1	623740	2018-07-01	1614	2300191	202408	665182225	Danionella dracula	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_024666655.1	50790	2022-08-16	3567	1014029	121709	910622185	Dascyllus trimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Oxford Nanopore
GCA_008933995.1	1333648	2019-10-10	5006	2175996	447174	593057405	Datnioides undecimradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lobotiformes	missing
GCA_030347415.2	58220	2023-10-17	459	12862554	2226762	723686780	Decapterus maruadsi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	Oxford Nanopore
GCF_900700375.1	299321	2019-03-16	924	3059612	252115	562752667	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	missing
GCA_900700375.2	299321	2020-07-31	925	3059612	252115	562769583	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio CLR
GCF_905237075.1	13489	2021-04-24	575	12677075	1302618	694888341	Dicentrarchus labrax	Actinopterygii	Actinopteri	Teleostei	Neopterygii			missing
GCA_028565755.1	310919	2023-02-09	237687	5695	1501	815472001	Dinotopterus cunningtoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_963678695.2	48915	2024-03-17	1909	5518951	589138	788346640	Diplodus puntazzo	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	missing
GCA_903131615.1	38941	2020-06-05	54717	25698	6926	761006498	Diplodus sargus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	missing
GCA_041504395.1	263537	2024-08-29	1976	1706462	377432	1506005855	Diptychus maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_900660315.1	1415272	2019-06-19	204934	4028	1821	671113026	Diretmoides pauciradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing
GCA_900660295.1	88682	2019-06-15	162384	2172	1189	300612887	Diretmus argenteus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing
GCA_031216635.1	100907	2023-09-08	1542	4228958	396845	843717650	Dissostichus eleginoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_011823955.1	36200	2020-04-01	2962	3015437	147283	924483279	Dissostichus mawsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_032718565.1	169289	2023-10-16	38421	414575	6627	800259294	Distichodus sexfasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	Oxford Nanopore
GCA_026413445.1	1071673	2022-11-27	302685	4022	1204	807768644	Dolichallabes microphthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_943591025.1	202058	2022-07-13	1083046	1733	248	823453568	Dolloidraco longedorsalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_028566355.1	238597	2023-02-09	307670	3297	1095	719771278	Doras micropoeus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCF_030265055.1	161450	2023-06-30	69	18835985	12827480	519378036	Doryrhamphus excisus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCF_027744805.1	161453	2023-01-13	171	26519775	13277930	670648603	Dunckerocampus dactyliophorus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCA_028565595.1	2709329	2023-02-09	152509	8278	2129	714989781	Duopalatinus emarginatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCF_900963305.1	173247	2019-04-11	178	12371513	1724734	543629889	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_900963305.2	173247	2021-04-24	178	12371513	1724734	543629887	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR
GCA_963691815.1	94984	2023-12-07	739	2579157	613465	800277049	Echiichthys vipera	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_015104995.1	27743	2020-10-29	113229	9729	2822	696024266	Ectodus descampsii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015112095.1	1818571	2020-10-29	127462	7755	2558	680340992	Ectodus sp. north	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_951216825.1	206093	2023-05-11	5080	1002537	131032	1426809941	Electrona antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi
GCF_013358815.1	8005	2020-06-23	316	6962353	1298057	578759188	Electrophorus electricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio CLR
GCA_030913585.1	2609070	2023-08-28	1946	1389192	252211	549905891	Electrophorus voltai	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio HiFi
GCF_036324505.1	56733	2024-02-01	407	7582354	1043553	606116633	Eleginops maclovinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_025629765.1	8047	2022-10-08	270523	2077	734	431932641	Eleginus gracilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_014490765.1	210139	2020-09-08	51449	30813	5067	601884454	Eleutheronema tetradactylum	Actinopterygii	Actinopteri	Teleostei	Neopterygii			missing
GCA_041107635.1	1111475	2024-08-08	137953	24030	3386	629207871	Ellochelon vaigiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Mugiliformes	missing
GCA_037101425.1	238031	2024-03-19	170	9879208	2999102	827626473	Elopichthys bambusa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCF_022577435.1	100190	2022-03-15	463	6500778	643659	634645232	Embiotoca jacksoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio HiFi
GCA_027122795.1	81640	2022-12-20	246386	2531	797	448355907	Enchelyopus cimbrius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_041295995.1	686570	2024-08-15	709266	2155	594	943955664	Encrasicholina punctifer	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	missing
GCF_034702125.1	184585	2023-12-28	11124	358057	70729	1434977951	Engraulis encrasicolus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	missing
GCA_040112795.1	42892	2024-06-13	6532	392837	92130	1422709630	Engraulis japonicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_043640875.1	215367	2024-10-24	194	15956499	1923936	578307183	Enoplosus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	PacBio HiFi
GCF_033978785.1	161455	2023-12-01	2988	2039131	285000	1892146765	Entelurus aequoreus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCA_034779775.1	1911124	2023-12-28	80522	17197	3986	631409534	Enteromius afrohamiltoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032359395.1	117133	2023-10-04	137443	11542	2253	682420153	Enteromius anoplus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032357425.1	2890839	2023-10-04	141572	9920	1981	659424693	Enteromius argenteus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032361145.1	496973	2023-10-04	161983	8470	1702	659531352	Enteromius fasciolatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032359235.1	137035	2023-10-04	131675	13393	2169	682838780	Enteromius mattozi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032361165.1	1911125	2023-10-04	148062	9018	2046	678973541	Enteromius paludinosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032357445.1	1795297	2023-10-04	98326	12341	2751	594733638	Enteromius radiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032357475.1	1913186	2023-10-04	99006	13016	2844	645739584	Enteromius thamalakanensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032275025.1	2890841	2023-10-02	98109	13005	2904	635215447	Enteromius treurensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032361065.1	1913189	2023-10-04	146255	11991	1941	664269484	Enteromius trimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032359435.1	1772007	2023-10-04	70758	20218	4509	613920752	Enteromius unitaeniatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_032353835.1	1705806	2023-10-04	95706	13132	2945	642467963	Enteromius viviparus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_035609425.1	152218	2024-01-12	65	39766707	24585216	984481122	Epinephelus awoara	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_041684075.1	323802	2024-09-03	1184	37846384	5267415	1079415502	Epinephelus bruneus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCA_900536245.1	94232	2019-12-05	1473	2452236	450169	1023553626	Epinephelus coioides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_026686955.1	308565	2022-12-06	458	5850290	1343332	998645601	Epinephelus cyanopodus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCF_011397635.1	293821	2020-02-20	231	13857438	2482401	1046991952	Epinephelus fuscoguttatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCF_005281545.1	310571	2019-05-13	27616	119931	20552	1048161113	Epinephelus lanceolatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_037127435.1	162300	2024-03-13	790	4730001	855001	1107091194	Epinephelus malabaricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCF_006386435.1	300413	2019-06-26	52957	48383	9675	999680546	Epinephelus moara	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_041411175.1	241181	2024-08-23	162	40804240	12950428	1099615119	Epinephelus polyphekadion	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_015107895.1	52954	2020-10-29	87156	13348	3856	719606906	Eretmodus cyanostictus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015110455.1	1818572	2020-10-29	91168	12535	3701	713375447	Eretmodus marksmithi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCF_011004845.1	8010	2020-03-05	165	22630263	4738965	917725879	Esox lucius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	PacBio CLR
GCA_016801175.1	126735	2021-02-02	664614	19568	379	1136744315	Esox masquinongy	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	missing
GCA_016801105.1	184451	2021-02-02	334810	30390	1492	859555702	Esox niger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	missing
GCF_013103735.1	417921	2020-05-15	39716	45088	8109	639764533	Etheostoma cragini	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_029931835.1	54337	2023-05-15	6012	825597	70000	762789312	Etheostoma nigrum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCA_026937815.1	655342	2022-12-16	2095	2285889	220823	788192210	Etheostoma perlongum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCF_008692095.1	54343	2019-10-07	104340	26023	4919	850775429	Etheostoma spectabile	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_015106755.1	302982	2020-10-29	94434	12660	3644	735902544	Etia nguti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015106775.1	302778	2020-10-29	142965	10520	3124	973873872	Etroplus canarensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_041004005.1	238232	2024-08-01	180	33988944	5391000	1247968707	Etroplus suratensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio HiFi
GCA_040967435.1	630726	2024-07-30	305403	2257	754	510001131	Euclichthys polynemus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_026437355.1	166745	2022-11-28	1649	1700290	281351	913748024	Eucyclogobius newberryi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio HiFi
GCA_040955675.1	430040	2024-08-01	6266	238604	36291	618617451	Eumicrotremus spinosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_036785175.1	223647	2024-02-22	156	25347879	4252074	709267825	Eupleurogrammus muticus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_030068295.1	2578379	2023-05-24	377284	3588	1176	944123077	Euristhmus nudiceps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_029490765.1	8227	2023-04-06	292	11935974	1534055	785394092	Euthynnus affinis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_963514095.1	426098	2023-09-29	872	2351664	480431	680372961	Eutrigla gurnardus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_041296035.1	638140	2024-08-15	465295	4663	1002	984923947	Fibramia lateralis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_037954325.1	215343	2024-04-04	227	14696506	3816311	678549542	Fistularia commersonii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCA_901007705.1	1046056	2020-04-15	92488	17669	3798	592015324	Fistularia tabacaria	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing
GCA_040954885.1	1266883	2024-08-01	218	20466301	5013245	679217516	Foetorepus agassizii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCA_026546735.1	940466	2022-11-30	98178	11032	2585	547958793	Forbesichthys agassizii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_025399855.1	1249644	2022-09-25	99103	10486	2537	544210488	Forbesichthys papilliferus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_029814525.1	512322	2023-04-18	345149	5075	1480	1179475713	Fowleria aurita	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_029814645.1	316378	2023-04-18	526847	3533	1032	1247547807	Fowleria isostigma	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_037039145.1	54267	2024-03-06	624	11036555	1810565	1348366868	Fundulus diaphanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi
GCF_011125445.2	8078	2020-08-13	3851	587965	127552	1202097865	Fundulus heteroclitus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_900302595.1	185737	2018-03-18	137724	3379	1498	396304956	Gadiculus argenteus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_036024995.1	135754	2024-01-25	128674	16419	3155	588294364	Gadopsis bispinosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	missing
GCA_036023855.1	135755	2024-01-25	130294	28302	3705	598295337	Gadopsis marmoratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	missing
GCF_026213295.1	1042646	2022-11-18	2984	358862	98801	629655121	Gadus chalcogrammus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio CLR
GCF_031168955.1	80720	2023-09-05	4850	202622	44897	555215489	Gadus macrocephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio HiFi
GCF_902167405.1	8049	2019-07-16	1443	1015663	221232	646392666	Gadus morhua	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	PacBio CLR
GCA_027123715.1	1476912	2022-12-20	224449	2793	886	444521007	Gaidropsarus macrophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_036024875.1	613165	2024-01-25	420774	1097	436	372159307	Galaxias arcanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_036023535.2	66447	2024-01-25	243198	7654	782	551183444	Galaxias brevipinnis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_043388395.1	89556	2024-10-18	2270	875493	106954	611507204	Galaxias fontanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	PacBio HiFi
GCA_036024135.1	613162	2024-01-25	285313	4537	733	543219568	Galaxias fuscus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_040143665.1	61620	2024-06-12	305800	4305	616	544393280	Galaxias maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_026901105.3	89558	2022-12-14	10740	201917	32383	565067969	Galaxias olidus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_036024655.1	613164	2024-01-25	452564	1616	477	491576146	Galaxias oliros	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_036024795.1	613163	2024-01-25	162852	6528	1257	468636799	Galaxias rostratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_041146985.1	66448	2024-08-08	204454	6864	1043	541324398	Galaxias truttaceus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	missing
GCA_025399955.1	593565	2022-09-25	477792	2342	1034	842674643	Galeichthys feliceps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCF_019740435.1	33528	2021-08-25	218	12906370	1629223	662596148	Gambusia affinis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Oxford Nanopore
GCA_041682435.1	37273	2024-08-30	774	3962172	920020	653395715	Gambusia holbrooki	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Oxford Nanopore
GCA_035584275.1	37289	2024-01-11	90831	15832	3188	627283397	Gambusia yucatana	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCF_016920845.1	481459	2021-02-23	6062	485752	62424	468320175	Gasterosteus aculeatus aculeatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_014132575.2	1778380	2020-07-29	3718	544634	85414	456300663	Gasterosteus nipponicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCA_027576375.1	591326	2023-01-06	533539	2262	948	869437572	Genidens genidens	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_027123975.1	591327	2022-12-20	609328	2609	960	967746802	Genidens machadoi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_026546755.1	591328	2022-11-30	1153698	2029	374	1226374236	Genidens planifrons	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_026776745.1	89589	2022-12-09	121946	11601	2750	728484160	Genyomyrus donnyi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	missing
GCA_900660455.1	334984	2019-06-18	102041	8514	2420	533181430	Gephyroberyx darwinii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing
GCA_026230005.1	71755	2022-11-18	506	13138541	1398943	1263377550	Gila orcuttii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_030770095.1	71757	2023-08-17	2618	882388	138995	621791425	Gila robusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCF_021462225.1	208333	2022-02-24	481	13818222	2029623	1143831904	Girardinichthys multiradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_903067095.1	55106	2021-09-22	102260	41594	8440	674364729	Girardinus metallicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_015104535.1	143505	2020-10-29	124720	8427	2777	699012070	Gnathochromis permaxillaris	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015052505.1	32498	2020-10-28	133682	7499	2564	682159122	Gnathochromis pfefferi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
