Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCA_011952105.1	3333	3321	12	15	4	128	228250	2020-04-09	Coreoperca whiteheadi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	IGB Leibniz-Institute of Freshwater Ecology and Inland Fisheries
GCA_019802435.1	3032	3021	11	130	191	190	927906	2021-08-30	Corydoras maculifer	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	University of East Anglia
GCA_019802505.1	3239	3227	12	34	81	251	2816404	2021-08-30	Corydoras sp. C115	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	University of East Anglia
GCA_002895965.2	3141	3031	110	134	77	553	163118	2021-06-29	Coryphaenoides rupestris	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Centre for Genomic Research
GCA_025762715.1	1615	1603	12	1219	503	373	211658	2022-10-19	Corythoichthys haematopterus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	Illumina	IRIDIAN GENOMES
GCF_030265065.1	3304	3234	70	19	31	183	161448	2023-06-20	Corythoichthys intestinalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCF_900634415.1	3116	3077	39	51	187	309	56716	2019-02-06	Cottoperca gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	SC
GCA_023566465.1	3338	3328	10	6	10	134	100952	2022-05-31	Cottus gobio	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	The Max Planck Institute of Molecular Cell Biology and Genetics
GCA_001455555.1	1893	1889	4	1063	380	98	446433	2015-12-02	Cottus rhenanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Illumina	Cold Spring Harbor Laboratory
GCA_023630585.1	3321	3305	16	1	32	103	175798	2022-06-02	Cranoglanis bouderius	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Oxford Nanopore	Southwest University
GCA_036024015.1	2210	2199	11	881	241	113	613160	2024-01-25	Craterocephalus amniculus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	CSIRO Applied Genomics Initiative
GCA_037177035.1	3062	3052	10	221	70	210	753902	2024-03-15	Craterocephalus eyresii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177075.1	2731	2716	15	423	197	357	613161	2024-03-15	Craterocephalus fluviatilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177095.1	1556	1550	6	1089	699	556	69134	2024-03-15	Craterocephalus marjoriae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_037177115.1	2923	2917	6	304	121	262	69135	2024-03-15	Craterocephalus stercusmuscarum	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Illumina	Iridian Genomes
GCA_036173005.1	3156	3147	9	113	85	177	28760	2024-01-26	Crenichthys baileyi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing	Ritchie lab
GCA_036984385.1	2809	2795	14	425	111	83	909854	2023-12-02	Crenuchus spilurus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	Illumina	Wildlife Research Center, Kyoto University
GCA_013133815.1	3280	3264	16	5	69	103	304459	2020-05-21	Cromileptes altivelis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR	Sun Yat-sen University
GCA_040955035.1	3330	3226	104	7	17	128	1266866	2024-07-30	Cryptacanthodes maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	Canadas national platform for genome sequencing and analysis
GCA_025773925.1	3293	3212	81	41	20	108	1736032	2022-10-20	Cryptomyrus ogoouensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_029783645.1	3199	3196	3	123	30	176	390315	2023-04-17	Ctenochaetus hawaiiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCA_034780835.1	2900	2890	10	292	161	262	175436	2023-12-28	Ctenochaetus striatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acanthuriformes	Illumina	Iridian Genomes
GCF_019924925.1	3326	3238	88	1	27	152	7959	2021-09-14	Ctenopharyngodon idella	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	HuaZhong Agricultural University
GCA_032353495.1	3306	3302	4	39	9	166	313158	2023-10-04	Ctenopoma kingsleyae	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	Illumina	Iridian Genomes
GCA_034779795.1	3318	3311	7	33	3	126	2893481	2023-12-28	Ctenopoma multispine	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	Illumina	Iridian Genomes
GCA_040182925.1	3347	3304	43	0	7	105	194366	2024-06-17	Culter alburnus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Freshwater Fisheries Research Center, Chinese Academy of Fishery Science
GCA_015106375.1	2304	2292	12	797	240	244	27739	2020-10-29	Cunningtonia longiventralis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015105635.1	2345	2338	7	777	215	148	284571	2020-10-29	Cyathopharynx foae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015103655.1	2462	2452	10	708	175	171	27741	2020-10-29	Cyathopharynx furcifer	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCF_009769545.1	3294	3275	19	13	47	229	8103	2019-12-23	Cyclopterus lumpus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR	Vertebrate Genomes Project
GCA_031762555.1	3002	2996	6	252	96	215	44698	2023-09-20	Cynodonichthys magdalenae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_031001815.1	803	784	19	1547	948	260	44697	2023-08-30	Cynodonichthys tenuis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_041107615.1	3119	3114	5	197	34	106	435148	2024-08-08	Cynoglossus puncticeps	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	Illumina	Iridian Genomes
GCF_000523025.1	3296	3269	27	27	31	228	244447	2014-01-28	Cynoglossus semilaevis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	Illumina	Beijing Genomics Institute 
GCA_040207505.1	2284	2168	116	836	220	122	105041	2024-06-17	Cynopoecilus melanotaenia	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Centro de Regulacion del Genoma
GCA_026770725.1	3298	3231	67	36	17	152	1194725	2022-12-09	Cyphomyrus discorhynchus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_019775915.2	3299	3227	72	35	20	127	3354228	2022-11-30	Cyphomyrus plagiostoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026781215.1	3286	3212	74	44	24	152	2303990	2022-12-09	Cyphomyrus wilverthi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_015110975.1	2527	2519	8	659	154	159	27783	2020-10-29	Cyphotilapia frontosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015105655.1	2588	2577	11	634	128	202	1355922	2020-10-29	Cyphotilapia gibberosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015109715.1	2681	2667	14	553	115	139	2591268	2020-10-29	Cyphotilapia sp. 5-bar frontosa' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015107215.1	2604	2593	11	593	150	124	559343	2020-10-29	Cyprichromis coloratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015104635.1	2442	2429	13	720	178	190	51791	2020-10-29	Cyprichromis leptosoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015106915.1	2430	2421	9	733	181	150	309879	2020-10-29	Cyprichromis microlepidotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015052265.1	2434	2425	9	721	183	210	309881	2020-10-28	Cyprichromis pavo	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015109335.1	2642	2634	8	564	134	132	2591269	2020-10-29	Cyprichromis sp. dwarf jumbo' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015105695.1	2621	2613	8	584	143	147	2591270	2020-10-29	Cyprichromis sp. jumbo' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015103475.1	2218	2210	8	880	242	182	2591271	2020-10-29	Cyprichromis sp. kibishi' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015052445.1	2599	2590	9	603	142	153	309894	2020-10-28	Cyprichromis zonatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_027497735.1	3223	3211	12	79	50	192	87718	2022-12-30	Cyprinella lepida	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_027497675.1	2998	2990	8	235	119	321	28791	2022-12-30	Cyprinella lutrensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_038021265.1	3311	3296	15	5	38	118	28792	2024-04-08	Cyprinella venusta	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Vertebrate Genomes Project
GCA_018398635.1	3038	3003	35	230	83	373	1987526	2021-05-19	Cyprinodon brontotheroides	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Oxford Nanopore	University of California Berkeley
GCA_030533445.1	3317	3306	11	7	30	167	69136	2023-07-25	Cyprinodon diabolis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi	UC Berkeley
GCA_030533455.1	3327	3286	41	14	13	182	69241	2023-07-25	Cyprinodon nevadensis mionectes	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio HiFi	UC Berkeley
GCF_016077235.1	3319	3311	8	20	15	159	77115	2020-12-15	Cyprinodon tularosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio RSII	Purdue University
GCF_000732505.1	3241	3218	23	75	38	215	28743	2015-10-01	Cyprinodon variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Aquatic Genome Models
GCF_018340385.1	3334	1457	1877	8	12	295	7962	2021-05-12	Cyprinus carpio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore	Chinese Academy of Fishery Sciences
GCA_900302355.1	1875	1860	15	1059	404	144	1176755	2018-03-19	Cyttopsis rosea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Zeiformes	missing	CEES
GCA_901007715.1	2366	2325	41	646	331	162	94924	2020-04-15	Dactylopterus volitans	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing	CEES
GCA_029465975.1	3188	3163	25	21	145	95	75939	2023-03-31	Dallia pectoralis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Esociformes	Oxford Nanopore	GenoFish
GCF_903798145.1	3267	3239	28	28	59	184	1142201	2020-06-27	Danio aesculapii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	SC
GCA_903798035.1	2759	2728	31	412	177	188	27699	2020-06-16	Danio albolineatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	SC
GCA_903798125.1	2559	2540	19	497	293	183	299714	2020-06-16	Danio choprai	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	SC
GCA_903798115.1	2980	2962	18	245	128	174	1982067	2020-06-16	Danio jaintianensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	SC
GCA_903798195.1	3279	3244	35	18	57	179	242068	2020-06-27	Danio kyathit	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR	SC
GCF_000002035.6	3280	2600	680	42	32	117	7955	2017-05-09	Danio rerio	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	Genome Reference Consortium
GCA_903798205.1	2843	2830	13	347	158	204	1093597	2020-06-16	Danio tinwini	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	SC
GCA_007224835.1	3163	3103	60	87	104	188	2873325	2019-07-22	Danionella cerebrum	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore	Charite - Universitatsmedizin Berlin
GCA_900490495.1	3131	3059	72	54	168	178	623740	2018-07-01	Danionella dracula	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	SC
GCA_024666655.1	3324	3267	57	13	17	105	50790	2022-08-16	Dascyllus trimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Oxford Nanopore	University of California Santa Cruz
GCA_008933995.1	3336	3234	102	14	4	149	1333648	2019-10-10	Datnioides undecimradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lobotiformes	missing	BGI
GCA_030347415.2	3348	3333	15	5	1	147	58220	2023-10-17	Decapterus maruadsi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	Oxford Nanopore	Xiamen University
GCF_900700375.1	3306	3058	248	10	38	196	299321	2019-03-16	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	missing	SC
GCA_900700375.2	3306	3058	248	10	38	196	299321	2020-07-31	Denticeps clupeoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio CLR	SC
GCF_905237075.1	3352	3340	12	2	0	123	13489	2021-04-24	Dicentrarchus labrax	Actinopterygii	Actinopteri	Teleostei	Neopterygii			missing	Hellenic Centre for Marine Research, Institute for Marine Biology, Biotechnology and Aquaculture, Heraklion, Crete, Greece
GCA_028565755.1	2869	2858	11	358	121	251	310919	2023-02-09	Dinotopterus cunningtoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_963678695.2	3349	3343	6	3	2	134	48915	2024-03-17	Diplodus puntazzo	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	Illumina	universitat de barcelona
GCA_903131615.1	3284	3274	10	45	25	143	38941	2020-06-05	Diplodus sargus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	missing	UMR5175
GCA_041504395.1	3332	1433	1899	9	13	126	263537	2024-08-29	Diptychus maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	Institute of Oceanology, Chinese Academy of Sciences
GCA_900660315.1	1507	1501	6	1258	562	86	1415272	2019-06-19	Diretmoides pauciradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing	CEES
GCA_900660295.1	559	558	1	1157	1621	115	88682	2019-06-15	Diretmus argenteus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing	CEES
GCA_031216635.1	3333	3158	175	7	14	515	100907	2023-09-08	Dissostichus eleginoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR	Korea University
GCA_011823955.1	3319	3141	178	17	18	1131	36200	2020-04-01	Dissostichus mawsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR	Korea University
GCA_032718565.1	3128	3092	36	145	79	244	169289	2023-10-16	Distichodus sexfasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	Oxford Nanopore	BGI Research
GCA_026413445.1	2703	2693	10	479	166	287	1071673	2022-11-27	Dolichallabes microphthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_943591025.1	2338	2325	13	731	269	313	202058	2022-07-13	Dolloidraco longedorsalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	WELLCOME SANGER INSTITUTE
GCA_028566355.1	2889	2878	11	329	132	295	238597	2023-02-09	Doras micropoeus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCF_030265055.1	3336	3243	93	6	12	253	161450	2023-06-30	Doryrhamphus excisus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCF_027744805.1	3334	3318	16	5	15	200	161453	2023-01-13	Dunckerocampus dactyliophorus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCA_028565595.1	2984	2974	10	268	100	178	2709329	2023-02-09	Duopalatinus emarginatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCF_900963305.1	3350	3316	34	1	3	141	173247	2019-04-11	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR	SC
GCA_900963305.2	3350	3316	34	1	3	141	173247	2021-04-24	Echeneis naucrates	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio CLR	Wellcome Sanger Institute
GCA_963691815.1	3342	3328	14	5	7	137	94984	2023-12-07	Echiichthys vipera	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_015104995.1	2494	2484	10	686	155	138	27743	2020-10-29	Ectodus descampsii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015112095.1	2430	2425	5	720	192	125	1818571	2020-10-29	Ectodus sp. north'	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_951216825.1	3309	3053	256	20	25	118	206093	2023-05-11	Electrona antarctica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Myctophiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCF_013358815.1	3334	3315	19	5	15	163	8005	2020-06-23	Electrophorus electricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio CLR	Vertebrate Genomes Project
GCA_030913585.1	3329	3317	12	9	16	138	2609070	2023-08-28	Electrophorus voltai	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	PacBio HiFi	bgi
GCF_036324505.1	3329	3324	5	5	20	264	56733	2024-02-01	Eleginops maclovinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	catchenlab_notothenioids
GCA_025629765.1	2936	2925	11	250	167	417	8047	2022-10-08	Eleginus gracilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_014490765.1	2828	2538	290	371	143	128	210139	2020-09-08	Eleutheronema tetradactylum	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Illumina	The Chinese University of Hong Kong
GCA_041107635.1	3333	3329	4	14	6	130	1111475	2024-08-08	Ellochelon vaigiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Mugiliformes	Illumina	Iridian Genomes
GCA_037101425.1	3348	3333	15	0	6	98	238031	2024-03-19	Elopichthys bambusa	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Huazhong agricultural university
GCF_022577435.1	3343	3333	10	6	5	171	100190	2022-03-15	Embiotoca jacksoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio HiFi	UCLA
GCA_027122795.1	2328	2317	11	696	317	399	81640	2022-12-20	Enchelyopus cimbrius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	Illumina	Iridian Genomes
GCA_041295995.1	2180	2161	19	622	547	454	686570	2024-08-15	Encrasicholina punctifer	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	Illumina	Iridian Genomes
GCF_034702125.1	3263	3225	38	23	68	125	184585	2023-12-28	Engraulis encrasicolus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	Illumina	Istanbul University
GCA_040112795.1	3184	2984	200	67	101	182	42892	2024-06-13	Engraulis japonicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences
GCA_043640875.1	3353	3338	15	1	0	117	215367	2024-10-24	Enoplosus armatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	PacBio HiFi	null
GCF_033978785.1	3323	2953	370	11	20	236	161455	2023-12-01	Entelurus aequoreus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCA_034779775.1	3146	3130	16	157	50	172	1911124	2023-12-28	Enteromius afrohamiltoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032359395.1	2975	2960	15	301	77	200	117133	2023-10-04	Enteromius anoplus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032357425.1	3225	3209	16	100	28	145	2890839	2023-10-04	Enteromius argenteus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032361145.1	2979	2962	17	297	77	235	496973	2023-10-04	Enteromius fasciolatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032359235.1	3050	3034	16	248	55	153	137035	2023-10-04	Enteromius mattozi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032361165.1	2861	2847	14	384	105	236	1911125	2023-10-04	Enteromius paludinosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032357445.1	3220	3206	14	105	28	150	1795297	2023-10-04	Enteromius radiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032357475.1	3111	3096	15	187	52	175	1913186	2023-10-04	Enteromius thamalakanensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032275025.1	3102	3090	12	192	56	197	2890841	2023-10-02	Enteromius treurensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032361065.1	3041	3026	15	249	57	184	1913189	2023-10-04	Enteromius trimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032359435.1	3114	3102	12	196	43	163	1772007	2023-10-04	Enteromius unitaeniatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_032353835.1	2757	2737	20	458	129	185	1705806	2023-10-04	Enteromius viviparus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Iridian Genomes
GCA_035609425.1	3352	3302	50	2	0	110	152218	2024-01-12	Epinephelus awoara	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	Sun Yat-sen University
GCA_041684075.1	3339	3306	33	2	13	115	323802	2024-09-03	Epinephelus bruneus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore	Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai)
GCA_900536245.1	3345	3330	15	6	3	559	94232	2019-12-05	Epinephelus coioides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	CNGB
GCA_026686955.1	3339	3309	30	7	8	340	308565	2022-12-06	Epinephelus cyanopodus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	Xiamen University
GCF_011397635.1	3350	3336	14	4	0	127	293821	2020-02-20	Epinephelus fuscoguttatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore	Epinephelus fuscoguttatus
GCF_005281545.1	3334	3309	25	17	3	109	310571	2019-05-13	Epinephelus lanceolatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Illumina	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences
GCA_037127435.1	3338	3285	53	8	8	116	162300	2024-03-13	Epinephelus malabaricus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	Okinawa Institute of Science and Technology
GCF_006386435.1	3327	3317	10	20	7	122	300413	2019-06-26	Epinephelus moara	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences
GCA_041411175.1	3350	3316	34	3	1	103	241181	2024-08-23	Epinephelus polyphekadion	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	Sanya Oceanographic Institution
GCA_015107895.1	2608	2602	6	602	136	113	52954	2020-10-29	Eretmodus cyanostictus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015110455.1	2590	2585	5	623	135	133	1818572	2020-10-29	Eretmodus marksmithi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
