Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCF_004798865.1	61221	2019-04-17	21148	189344	47250	1493306760	Varanus komodoensis	Sarcopterygii	Lepidosauria				Squamata	Oxford Nanopore
GCF_009769535.1	35005	2019-12-23	1883	4620601	406312	1634004602	Thamnophis elegans	Sarcopterygii	Lepidosauria				Squamata	PacBio CLR
GCF_009819535.1	80427	2019-12-31	408	6613248	1700075	1387913091	Lacerta agilis	Sarcopterygii	Lepidosauria				Squamata	PacBio CLR
GCF_016545835.1	88082	2021-01-06	4228	2106662	356649	1612002213	Crotalus tigris	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_019175285.1	8520	2021-07-08	93150	75501	14783	1858345178	Sceloporus undulatus	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_021028975.2	933632	2022-04-08	4332	9459502	749452	1810617447	Sphaerodactylus townsendi	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_023053635.1	159646	2024-01-04	107	85762895	10599774	1790487304	Elgaria multicarinata webbii	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_027172205.1	65483	2022-12-27	57	61439401	17461228	1513108387	Podarcis raffonei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_027244095.1	884348	2022-12-28	86	160691000	24048327	2294742821	Hemicordylus capensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_028583425.1	481883	2023-02-10	137	80105973	26247130	2237391308	Eublepharis macularius	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_028640845.1	499056	2023-02-22	1079	23873608	5801550	1772386980	Ahaetulla prasina	Sarcopterygii	Lepidosauria				Squamata	Oxford Nanopore
GCF_029531705.1	94885	2023-03-31	4019	3031475	332618	1649955141	Pantherophis guttatus	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_029931775.1	460621	2023-05-15	744	26991305	5347058	1777871067	Euleptes europaea	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_030035675.1	261503	2023-05-22	318	18156940	4510158	2300953310	Rhineura floridana	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_032191835.1	13085	2023-09-29	2269	14376057	579159	2633311856	Heteronotia binoei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_035046505.1	71010	2024-01-04	722	33113817	1908749	1623257912	Tiliqua scincoides	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_035149785.1	51853	2024-01-18	250	55640180	4988378	1530790180	Candoia aspera	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_035594765.1	28377	2024-01-12	1052	26091274	3271826	1820733924	Anolis carolinensis	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_037176765.1	38937	2024-03-15	220	43146625	5517933	1950792770	Anolis sagrei	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
GCF_900067755.1	103695	2017-02-28	104295	33316	8854	1648247221	Pogona vitticeps	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_900518725.1	8663	2018-09-24	131878	31763	5265	1584918968	Notechis scutatus	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_900518735.1	8673	2018-09-24	88015	50443	8376	1550748963	Pseudonaja textilis	Sarcopterygii	Lepidosauria				Squamata	missing
GCF_963506605.1	8524	2023-09-20	731	3447840	1052316	1440102786	Zootoca vivipara	Sarcopterygii	Lepidosauria				Squamata	PacBio HiFi
