Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCA_014849445.1	3298	3231	67	8	48	126	36226	2020-10-05	Cercopithecus mona	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	Kunming Institute of Zoology, Chinese Academy of Sciences
GCA_963574685.1	2112	2058	54	982	234	207	36227	2023-11-02	Cercopithecus neglectus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575045.1	1926	1871	55	1117	285	230	36228	2023-11-02	Cercopithecus nictitans	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575065.1	1908	1864	44	1117	303	243	100487	2023-11-02	Cercopithecus petaurista	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575055.1	2017	1971	46	1059	255	230	102108	2023-11-02	Cercopithecus pogonias	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573595.1	1956	1919	37	1102	270	231	1137049	2023-11-02	Cercopithecus roloway	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_006408465.1	3282	3185	97	56	16	171	1088058	2019-06-24	Cervus albirostris	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_019320065.1	3321	3191	130	10	23	115	1574408	2021-07-26	Cervus canadensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII	Iowa State University
GCF_910594005.1	3352	3216	136	1	1	106	9860	2021-07-07	Cervus elaphus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_010411085.1	3339	3167	172	13	2	108	84702	2020-02-12	Cervus hanglu yarkandensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Institute of Special Wild Economic Animals and Plants, Chinese Academy of Agricultural Sciences
GCA_040085125.1	3352	3202	150	1	1	149	9863	2024-06-07	Cervus nippon	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Northeast Forestry University
GCA_004027955.1	1095	1016	79	1415	804	477	340076	2019-01-16	Chaetophractus vellerosus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	Illumina	Broad Institute
GCA_963574435.1	1848	1828	20	1152	324	174	47177	2023-10-31	Cheirogaleus major	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_008086735.1	3169	3136	33	102	82	175	9460	2019-08-26	Cheirogaleus medius	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Duke University
GCA_963573755.1	2299	2262	37	849	195	222	2487712	2023-11-01	Cheracebus lucifer	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574535.1	2429	2386	43	753	158	198	210166	2023-11-01	Cheracebus lugens	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574635.1	2387	2342	45	775	175	223	1812110	2023-11-01	Cheracebus regulus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574645.1	2324	2283	41	823	195	220	30592	2023-11-01	Cheracebus torquatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_000276665.1	3320	3303	17	25	9	97	34839	2012-08-28	Chinchilla lanigera	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_950005125.1	3350	3265	85	0	4	95	269649	2023-05-01	Chionomys nivalis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_963573965.1	2488	2448	40	711	146	196	280163	2023-11-01	Chiropotes israelita	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574175.1	2389	2345	44	791	165	191	3134011	2023-11-01	Chiropotes sagulatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_023783515.1	3322	3259	63	9	23	152	9534	2022-06-17	Chlorocebus aethiops	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_963575115.1	1941	1900	41	1081	306	228	60710	2023-11-03	Chlorocebus pygerythrus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_015252025.1	3336	3270	66	5	13	116	60711	2020-11-06	Chlorocebus sabaeus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Viral Vectors and Vaccines Bioprocessing Group, McGill University
GCF_015220235.1	3338	3121	217	8	8	173	27675	2020-11-03	Choloepus didactylus	Sarcopterygii	Mammalia			Xenarthra	Pilosa	PacBio CLR	Vertebrate Genomes Project
GCA_000164785.2	3051	2882	169	246	54	219	9358	2014-09-30	Choloepus hoffmanni	Sarcopterygii	Mammalia			Xenarthra	Pilosa	Illumina	The Genome Institute, Washington University School of Medicine
GCF_000296735.1	3334	3285	49	16	4	123	185453	2012-09-19	Chrysochloris asiatica	Sarcopterygii	Mammalia			Afrotheria		Illumina	Broad Institute
GCA_028533335.1	3319	3281	38	26	9	105	68728	2023-02-09	Chrysocyon brachyurus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	DNA Zoo
GCA_040207285.1	3299	3232	67	5	50	99	537920	2024-06-17	Clethrionomys rutilus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Canadas national platform for genome sequencing and analysis
GCA_028534165.1	3049	3027	22	226	73	202	187985	2023-02-09	Coendou prehensilis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	DNA Zoo
GCF_000951035.1	3304	3247	57	42	8	175	336983	2015-03-12	Colobus angolensis palliatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Baylor College of Medicine
GCA_030247045.1	3328	3246	82	13	13	218	33548	2023-06-12	Colobus guereza	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCA_963574725.1	1720	1677	43	1235	372	250	9572	2023-11-03	Colobus polykomos	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_000260355.1	3123	3112	11	94	136	165	143302	2012-05-01	Condylura cristata	Sarcopterygii	Mammalia			Laurasiatheria	Eulipotyphla	Illumina	Broad Institute
GCA_006408615.1	3198	3172	26	125	31	154	9927	2019-06-24	Connochaetes taurinus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_026230045.1	3304	3209	95	3	47	122	124745	2022-11-18	Corynorhinus townsendii	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	UCLA
GCA_004027555.1	2343	2310	33	765	222	122	208972	2019-01-16	Craseonycteris thonglongyai	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCA_026225945.1	3351	3061	290	1	2	169	1157628	2022-11-17	Cricetomys ansorgei	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	Cornell University, Psychology, Ophir
GCA_004027575.1	3002	2989	13	290	58	94	10085	2019-01-16	Cricetomys gambianus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_003668045.3	3348	3327	21	4	2	107	10029	2020-06-11	Cricetulus griseus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	CHO Genome Community
GCA_964304595.1	3351	3308	43	1	2	95	10034	2024-11-06	Cricetus cricetus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Oxford Nanopore	Centro Nacional de Análisis Genómico
GCA_004027635.1	995	962	33	1485	841	228	876679	2019-01-16	Crocidura indochinensis	Sarcopterygii	Mammalia			Laurasiatheria	Eulipotyphla	Illumina	Broad Institute
GCA_008692635.1	3305	3290	15	43	6	191	9678	2019-10-07	Crocuta crocuta	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	BGI
GCA_028646485.1	3297	3256	41	47	10	108	94188	2023-02-16	Cryptoprocta ferox	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	DNA Zoo
GCA_021461705.1	2110	2075	35	528	708	1731	183661	2022-01-13	Cryptotis parvus	Sarcopterygii	Mammalia			Laurasiatheria	Eulipotyphla	Oxford Nanopore	National Institutes of Health
GCA_004027205.1	3218	3195	23	110	24	89	10166	2019-01-16	Ctenodactylus gundi	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_004027165.1	2664	2505	159	550	136	263	43321	2019-01-16	Ctenomys sociabilis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_004365215.1	1192	1164	28	1464	653	262	108852	2019-03-22	Cuniculus paca	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_027409185.1	3351	3286	65	0	3	105	110931	2022-12-28	Cynocephalus volans	Sarcopterygii	Mammalia			Euarchontoglires	Dermoptera	PacBio HiFi	Vertebrate Genomes Project
GCA_009793145.1	2815	2803	12	351	183	165	58060	2019-12-23	Cynopterus brachyotis	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	National University of Singapore
GCA_030015415.1	3345	3325	20	5	4	85	9400	2023-05-16	Cynopterus sphinx	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Oxford Nanopore	Wuhan University
GCF_033118175.1	3352	3218	134	1	1	108	30532	2023-11-02	Dama dama	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	University of Central Lancashire
GCA_033118175.2	3352	3218	134	1	1	108	30532	2024-10-18	Dama dama	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	University of Central Lancashire
GCA_006408505.1	3284	3231	53	66	3	125	9929	2019-06-24	Damaliscus lunatus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_004363535.1	2471	2430	41	701	161	186	34846	2019-03-22	Dasyprocta punctata	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_030445035.1	3333	3251	82	4	17	150	9361	2023-07-13	Dasypus novemcinctus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	PacBio HiFi	Vertebrate Genomes Project
GCA_030445035.2	3333	3251	82	4	17	150	9361	2023-07-13	Dasypus novemcinctus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	PacBio HiFi	Vertebrate Genomes Project
GCA_020854095.1	3341	3310	31	5	8	93	9279	2021-11-12	Dasyurus viverrinus	Sarcopterygii	Mammalia				Dasyuromorphia	PacBio HiFi	The University of Melbourne
GCA_044048945.1	3354	3332	22	0	0	192	31869	2024-10-29	Daubentonia madagascariensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	Arizona State University
GCF_002288925.2	3344	3306	38	4	5	115	9749	2019-08-29	Delphinapterus leucas	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	BC Cancer Agency
GCF_949987515.2	3348	3308	40	1	5	102	9728	2024-09-07	Delphinus delphis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCF_022682495.1	3331	3312	19	5	18	101	9430	2022-03-24	Desmodus rotundus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K
GCA_022682495.2	3331	3310	21	5	18	101	9430	2022-03-24	Desmodus rotundus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K
GCA_014189135.1	3338	3328	10	9	7	101	310711	2020-08-14	Dicerorhinus sumatrensis harrissoni	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	Swedish Museum of Natural History
GCF_020826845.1	3354	3335	19	0	0	85	77932	2021-11-10	Diceros bicornis minor	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	PacBio HiFi	Vertebrate Genomes Project
GCA_028555095.1	3215	3196	19	69	70	190	85952	2023-02-08	Dicrostonyx torquatus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	University of Alaska Fairbanks
GCA_004027595.1	2860	2822	38	399	91	121	108858	2019-01-16	Dinomys branickii	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_024711535.1	3342	2724	618	2	10	91	94247	2022-08-18	Dipodomys merriami	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	UCLA
GCF_000151885.1	3246	3216	30	78	30	187	10020	2014-12-12	Dipodomys ordii	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Baylor College of Medicine
GCF_019054845.1	3343	3292	51	3	8	92	105255	2021-06-29	Dipodomys spectabilis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	Auburn University
GCA_004024685.1	2407	2359	48	769	162	103	323379	2019-01-15	Dipodomys stephensi	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_036346955.1	3343	3247	96	5	6	221	73863	2024-02-05	Dipus sagitta	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES
GCA_004027295.1	2575	2546	29	606	157	145	29091	2019-01-16	Dolichotis patagonum	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_043880285.1	3347	3296	51	3	4	91	249021	2024-10-28	Doryrhina cyclops	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Bat1K
GCF_019393635.1	3347	3257	90	2	5	228	33562	2021-08-03	Dromiciops gliroides	Sarcopterygii	Mammalia				Microbiotheria	PacBio CLR	Vertebrate Genomes Project
GCA_030035585.1	3354	3340	14	0	0	82	29137	2023-05-18	Dugong dugon	Sarcopterygii	Mammalia			Afrotheria	Sirenia	PacBio HiFi	Vertebrate Genomes Project
GCF_000313985.2	3260	3216	44	61	32	173	9371	2019-07-15	Echinops telfairi	Sarcopterygii	Mammalia			Afrotheria		Illumina	Broad Institute
GCA_028627145.1	3102	3087	15	183	67	157	58063	2023-02-16	Eidolon dupreanum	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	DNA Zoo
GCA_000465285.1	2168	2160	8	880	283	238	77214	2013-09-13	Eidolon helvum	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	School of Biological & Chemical Sciences, Queen Mary University of London
GCA_020311275.1	3347	3316	31	4	3	108	204263	2021-10-05	Eira barbara	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Leibniz Institute for Zoo and Wildlife Research (IZW)
GCA_021018665.1	3190	3132	58	117	46	298	43332	2021-12-01	Elaphurus davidianus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_000299155.1	3319	3105	214	21	14	158	28737	2012-10-10	Elephantulus edwardii	Sarcopterygii	Mammalia			Afrotheria	Macroscelidea	Illumina	Broad Institute
GCF_024166365.1	3352	3330	22	0	2	76	99487	2022-07-06	Elephas maximus indicus	Sarcopterygii	Mammalia			Afrotheria	Proboscidea	PacBio HiFi	Vertebrate Genomes Project
GCA_001685095.1	1889	1870	19	1124	326	136	329620	2016-07-14	Ellobius talpinus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Erasmus medical center (ErasmusMC)
GCF_002288905.1	3354	3321	33	0	0	108	391180	2017-09-11	Enhydra lutris kenyoni	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	BC Cancer Agency
GCA_003508835.1	3338	3322	16	9	7	1115	58065	2018-09-07	Eonycteris spelaea	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio CLR	Duke-NUS Medical School
GCA_035773235.1	3350	3331	19	0	4	95	146134	2024-01-24	Eospalax fontanierii	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	Lanzhou University
GCF_027574615.1	3353	3320	33	0	1	116	29078	2023-01-09	Eptesicus fuscus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio CLR	Bat1K
GCA_030846915.1	3327	3295	32	4	23	744	59451	2023-08-21	Eptesicus nilssonii	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	missing	Finnish museum of Natural history
GCF_016077325.2	3349	3331	18	2	3	167	9793	2021-10-14	Equus asinus	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences
GCF_002863925.1	3353	3319	34	1	0	106	9796	2018-01-05	Equus caballus	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	University of Louisville
GCF_000696695.1	3146	3134	12	164	38	234	9798	2014-06-05	Equus przewalskii	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	College of Animal Science, Inner Mongolian Agricultural University, China
GCF_021613505.1	3336	3229	107	12	6	99	89248	2022-01-31	Equus quagga	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	University of California Los Angeles
GCA_028451465.1	3352	3285	67	2	0	101	34844	2023-02-06	Erethizon dorsatum	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR	Vertebrate Genomes Project
GCF_950295315.1	3314	3287	27	26	14	109	9365	2023-05-01	Erinaceus europaeus	Sarcopterygii	Mammalia			Laurasiatheria	Eulipotyphla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_023783455.1	3320	3261	59	10	24	212	9538	2022-06-17	Erythrocebus patas	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCF_028021215.1	3352	3292	60	0	2	103	9764	2023-01-31	Eschrichtius robustus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCF_028564815.1	3352	3263	89	1	1	117	27606	2023-02-09	Eubalaena glacialis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCA_004363455.1	2577	2504	73	621	140	181	302098	2019-03-22	Eubalaena japonica	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Broad Institute
GCA_006408755.1	3304	3243	61	37	12	125	69308	2019-06-24	Eudorcas thomsonii	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_963573435.1	1863	1845	18	1168	300	150	1215604	2023-10-30	Eulemur albifrons	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574965.1	2078	2056	22	1026	224	135	13514	2023-10-30	Eulemur coronatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_001262665.1	3186	3175	11	125	40	135	87288	2015-08-06	Eulemur flavifrons	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	University of Chicago
GCA_963575015.1	1970	1954	16	1074	289	140	47178	2023-10-30	Eulemur fulvus collaris	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_001262655.1	3203	3190	13	126	22	134	30602	2015-08-06	Eulemur macaco	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	University of Chicago
GCA_028534055.1	3031	2986	45	243	80	220	34828	2023-02-09	Eulemur mongoz	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	DNA Zoo
GCA_963574895.1	1897	1883	14	1146	289	139	34829	2023-10-31	Eulemur rubriventer	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_041146395.1	3344	3301	43	0	10	88	859984	2024-08-16	Eulemur rufifrons	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio HiFi	Oregon State University
GCA_963574465.1	1863	1845	18	1154	303	150	859983	2023-10-30	Eulemur rufus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573705.1	1871	1849	22	1144	307	144	122225	2023-10-30	Eulemur sanfordi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_004028035.1	3333	3212	121	17	3	136	34886	2019-01-15	Eumetopias jubatus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Canadas Genomic Enterprise
GCF_018350175.1	3354	3343	11	0	0	110	9685	2021-05-13	Felis catus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	Texas A&M University
GCA_019924945.1	3353	3344	9	1	0	93	61376	2021-09-14	Felis chaus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	Texas A&M University
GCA_032458615.1	3347	3338	9	1	6	94	61379	2023-10-11	Felis nigripes	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	Shaanxi Normal University
GCF_012274545.1	3295	3275	20	47	12	145	885580	2020-04-13	Fukomys damarensis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	DNA Zoo Consortium
GCA_023783435.1	3216	3122	94	115	21	240	30609	2022-06-17	Galago moholi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_963575145.1	1777	1713	64	1178	367	326	9465	2023-10-31	Galago senegalensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574575.1	1726	1661	65	1210	384	320	89672	2023-10-31	Galagoides demidoff	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_019455555.1	3332	3301	31	16	6	95	202257	2021-08-05	Galemys pyrenaicus	Sarcopterygii	Mammalia			Laurasiatheria	Eulipotyphla	Illumina	Institute of Evolutionary Biology (CSIC-UPF)
GCF_000696425.1	3128	3078	50	185	40	198	482537	2014-06-05	Galeopterus variegatus	Sarcopterygii	Mammalia			Euarchontoglires	Dermoptera	Illumina	Washington University (WashU)
GCA_040207655.1	3331	3241	90	9	14	100	27682	2024-06-17	Geomys bursarius	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Texas Tech University
GCA_017591445.1	3344	3235	109	6	4	268	2740528	2021-03-30	Giraffa camelopardalis rothschildi	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore	Northwestern Polytechnical University
GCA_013496395.1	3338	3296	42	14	2	203	439328	2020-07-24	Giraffa tippelskirchi	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	University of California Davis
GCA_020662805.1	3218	3158	60	108	26	118	64683	2021-10-28	Glaucomys volans	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Wildlife Research and Monitoring Section
GCA_004027185.1	1974	1933	41	1059	293	195	41261	2019-01-16	Glis glis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCF_963455315.1	3343	3287	56	1	10	108	9731	2023-09-21	Globicephala melas	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_963455315.2	3343	3287	56	1	10	108	9731	2024-09-07	Globicephala melas	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_039655065.1	3349	3319	30	2	3	110	2994998	2024-05-17	Glossophaga mutica	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K Project
GCA_963575185.1	2317	2283	34	847	168	194	499232	2023-11-02	Gorilla beringei	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_029281585.2	3354	3304	50	0	0	92	9595	2024-01-08	Gorilla gorilla gorilla	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	National Human Genome Research Institute, National Institutes of Health
GCA_029281585.3	3354	3304	50	0	0	92	9595	2024-08-01	Gorilla gorilla gorilla	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	National Human Genome Research Institute, National Institutes of Health
GCF_016433145.1	3237	3159	78	81	34	121	191870	2021-01-06	Gracilinanus agilis	Sarcopterygii	Mammalia				Didelphimorphia	missing	Nanjing Normal University
GCA_019843835.1	963	918	45	1491	841	256	491754	2021-09-01	Grammomys dolichurus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	University of Pennsylvania
GCF_004785775.1	3328	3222	106	20	6	102	491861	2019-04-12	Grammomys surdaster	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	NIH Sequencing Center
GCA_028646425.1	3264	3221	43	71	18	179	83653	2023-02-16	Grampus griseus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	DNA Zoo
GCA_004027655.1	2031	1976	55	1006	300	196	51346	2019-01-16	Graphiurus murinus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_024510155.1	3352	3332	20	2	0	95	2888765	2022-08-04	Gulo gulo luscus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	The Hospital for Sick Children
GCA_011680675.1	3203	2931	272	122	26	115	38618	2020-03-23	Gymnobelideus leadbeateri	Sarcopterygii	Mammalia				Diprotodontia	Oxford Nanopore	Deakin University
GCF_012393455.1	3257	3208	49	74	21	161	9711	2020-04-15	Halichoerus grypus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Oxford Nanopore	Cummings School of Veterinary Medicine at Tufts University
GCA_963574485.1	1940	1920	20	1093	299	148	122220	2023-10-30	Hapalemur griseus alaotrensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575175.1	1986	1965	21	1067	277	138	3043112	2023-10-30	Hapalemur meridionalis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575155.1	1828	1801	27	1180	322	154	867377	2023-10-30	Hapalemur occidentalis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_028533245.1	3261	3252	9	75	17	133	9634	2023-02-09	Helarctos malayanus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	DNA Zoo
GCA_004023845.1	2948	2909	39	334	66	87	210647	2019-01-15	Helogale parvula	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Broad Institute
