taxon_id	taxon_rank	scientific_name	assembly_id	order	assembly_span	contig_n50	scaffold_n50	contig_count	scaffold_count	chromosome_count	gc_percent	linked_accession	assembly_status	biosample_representative	bioproject	assembly_level	last_updated
387795	species	Accipiter francesiae	GCA_034782455.1	Accipitriformes	1203342402	39534	36099245	78944	8627		42		primary	primary	PRJNA797796	Scaffold	2023-12-28
258530	species	Accipiter gularis	GCA_046127185.1	Accipitriformes	1186676641	120487	43192241	23371	557	33	41.5		primary	primary	PRJNA1166349	Chromosome	2024-12-18
258530	species	Accipiter gularis	GCA_043388435.1	Accipitriformes	1186676641	120487	43192241	23371	557	33	41.5			primary	PRJNA1166332	Chromosome	2024-10-21
2868207	species	Accipiter hiogaster	GCA_024363185.1	Accipitriformes	1223023164	10998	36339272	318019	105681		42		primary	primary	PRJNA754279	Scaffold	2022-07-21
993370	species	Accipiter madagascariensis	GCA_034781315.1	Accipitriformes	1203439704	42949	36033406	70552	8636		42		primary	primary	PRJNA797801	Scaffold	2023-12-28
387799	species	Accipiter melanochlamys	GCA_027497775.1	Accipitriformes	1398011897	17712854	35025567	637	449		44		primary	primary	PRJNA776293	Scaffold	2022-12-30
387800	species	Accipiter melanoleucus	GCA_027479025.1	Accipitriformes	1264461157	10779	33942039	450416	254994		42		primary	primary	PRJNA769713	Scaffold	2022-12-28
2571053	species	Accipiter meyerianus	GCA_032274405.1	Accipitriformes	1313175980	2545	21959864	600410	65651		42.5		primary	primary	PRJNA797802	Scaffold	2023-10-02
993371	species	Accipiter minullus	GCA_034781495.1	Accipitriformes	1206132328	32620	36205666	94259	9698		42		primary	primary	PRJNA797803	Scaffold	2023-12-28
211598	species	Accipiter nisus	GCA_027497715.1	Accipitriformes	1200068594	26046	35949950	150090	42993		42		primary	primary	PRJNA771898	Scaffold	2022-12-30
387801	species	Accipiter novaehollandiae	GCA_027479285.1	Accipitriformes	1234816084	21023	33452253	328242	210708		41.5		primary	primary	PRJNA771900	Scaffold	2022-12-28
2911133	species	Accipiter rhodogaster	GCA_034782535.1	Accipitriformes	1260056813	3555	25720993	464072	42346		41.5		primary	primary	PRJNA797808	Scaffold	2023-12-28
2219150	species	Accipiter rufitorques	GCA_028567095.1	Accipitriformes	1207981799	35114	36629791	68990	6447		42		primary	primary	PRJNA776295	Scaffold	2023-02-09
518696	species	Accipiter rufiventris	GCA_025308975.1	Accipitriformes	1218545930	29871	36527978	92471	13562		42		primary	primary	PRJNA771870	Scaffold	2022-09-20
387806	species	Accipiter soloensis	GCA_025727755.1	Accipitriformes	1202459754	30453	36160942	84319	8521		41.5		primary	primary	PRJNA776296	Scaffold	2022-10-17
56330	species	Accipiter striatus	GCA_027497855.1	Accipitriformes	1320931327	6981	32994373	693284	410584		42		primary	primary	PRJNA770325	Scaffold	2022-12-30
56255	species	Accipiter superciliosus	GCA_027559655.1	Accipitriformes	1216271545	36561	36337749	82749	19262		42		primary	primary	PRJNA797813	Scaffold	2023-01-03
387810	species	Accipiter virgatus	GCA_025728005.1	Accipitriformes	1185843447	41409	36177343	62105	7814		41.5		primary	primary	PRJNA776298	Scaffold	2022-10-17
279927	species	Acridotheres tristis	GCA_037013685.1	Passeriformes	1040539946	10406399	72486765	598	256	41	42		primary	primary	PRJNA928557	Chromosome	2024-03-06
68474	species	Acrocephalus dumetorum	GCA_045788515.1	Passeriformes	1148541330	127522	13741195	91675	77669		42		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
2944898	species	Acrocephalus kingi	GCA_022441285.1	Passeriformes	1079221614	102588	3600977	44803	13777		42		primary	primary	PRJNA795699	Scaffold	2022-03-02
68470	species	Acrocephalus melanopogon	GCA_045783595.1	Passeriformes	1143441354	137750	7134027	57950	44056		42		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
68471	species	Acrocephalus paludicola	GCA_965285925.1	Passeriformes	1163426503	27615808	76810945	212	111	41	43	GCA_965287075.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB89326;PRJEB89753;PRJNA533106	Chromosome	2025-07-07
68471	species	Acrocephalus paludicola	GCA_045787745.1	Passeriformes	1134995708	115566	6305224	83262	67186		42			primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
52609	species	Acrocephalus schoenobaenus	GCA_045838425.1	Passeriformes	1161135955	155472	15450051	99360	86754		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-09
48156	species	Acrocephalus scirpaceus	GCA_045782795.1	Passeriformes	1129113591	110467	7739997	101061	83020		41.5			primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
589933	species	Acropternis orthonyx	GCA_035583155.1	Passeriformes	1087335931	51881	72219764	65749	24676		42		primary	primary	PRJNA769617	Scaffold	2024-01-11
1651254	species	Actenoides hombroni	GCA_024336885.1	Coraciiformes	1152258273	26755	10995457	110071	10367		42		primary	primary	PRJNA574175	Scaffold	2022-07-20
342376	species	Actenoides lindsayi	GCA_025331215.1	Coraciiformes	1173025913	29802	65513	210901	174883		42		primary	primary	PRJNA574178	Scaffold	2022-09-20
320702	species	Actitis hypoleucos	GCA_045788345.1	Charadriiformes	1215352660	214846	20815268	61792	51019		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
190659	species	Actitis macularius	GCA_045783455.1	Charadriiformes	1266791941	42454	351782	221514	200440		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
28689	species	Alca torda	GCA_013398245.1	Charadriiformes	1162045472	48979	240911	84245	39768		42.5			primary	PRJNA533106;PRJNA545868	Scaffold	2020-07-10
36245	species	Alcedo atthis	GCA_045785045.1	Coraciiformes	1001582098	123535	794820	40701	30991		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
36245	species	Alcedo atthis	GCA_033558465.1	Coraciiformes	1023373902	15481	48769	426150	372831		42.5			primary	PRJNA574180	Scaffold	2023-11-13
325338	species	Alcedo quadribrachys	GCA_033439865.1	Coraciiformes	1031140142	14460	49465	281473	226261		42.5		primary	primary	PRJNA574177	Scaffold	2023-11-08
390728	species	Alcedo semitorquata	GCA_033439885.1	Coraciiformes	1022720213	16034	48437	269928	220970		42.5		primary	primary	PRJNA574181	Scaffold	2023-11-08
9078	species	Alectoris chukar	GCA_035666275.1	Galliformes	1034932086	1069603	93605039	3115	186	34	42		primary	primary	PRJNA780965	Chromosome	2024-01-17
9078	species	Alectoris chukar	GCA_963761025.1	Galliformes	1034932086	1069603	93605039	3115	186		42			primary	PRJEB70927	Scaffold	2023-12-12
40178	species	Alectoris graeca	GCA_965278835.1	Galliformes	1114500572	43679502	97991491	266	116	40	42		primary	primary	PRJEB43510;PRJEB61747;PRJEB79727;PRJEB81312;PRJNA533106	Chromosome	2025-05-31
40179	species	Alectoris magna	GCA_030625065.1	Galliformes	1135030874	23345045	77158717	228	69	31	42		primary	primary	PRJNA945176	Chromosome	2023-08-08
9079	species	Alectoris rufa	GCA_038994595.1	Galliformes	1039068021	74759052	74759052	116	115		42		primary	primary	PRJNA1050768	Scaffold	2024-05-01
9079	species	Alectoris rufa	GCA_947331505.1	Galliformes	1142509937	29494169	37566138	519	426		42.5			primary	PRJEB57443	Scaffold	2023-01-09
228309	species	Alethe castanea	GCA_024734035.1	Passeriformes	1103488593	25740	62162779	280977	193993		42		primary	primary	PRJNA733789	Scaffold	2022-08-22
197521	species	Alethe diademata	GCA_025584955.1	Passeriformes	1091984309	21488	61217455	270405	173286		42		primary	primary	PRJNA733790	Scaffold	2022-10-05
1548930	species	Alipiopsitta xanthops	GCA_034768475.1	Psittaciformes	1031974302	1150	17452	634221	181481		42		primary	primary	PRJNA703486	Scaffold	2023-12-28
28691	species	Alle alle	GCA_045787845.1	Charadriiformes	1272580369	95746	1828328	97949	81001		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
30382	species	Alopochen aegyptiaca	GCA_045783315.1	Anseriformes	1182863162	67560	2794689	84580	63412		41.5			primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
30382	species	Alopochen aegyptiaca	GCA_046766135.1	Anseriformes	1123251126	23353	75772574	121626	27780		41.5			primary	PRJNA919642	Scaffold	2025-01-19
3150915	species	Helopsaltes ochotensis	GCA_013400155.1	Passeriformes	1039556136	58272	653738	42870	10795		42		primary	primary	PRJNA533106;PRJNA545868	Scaffold	2020-07-10
258817	species	Henicopernis longicauda	GCA_025310935.1	Accipitriformes	1228248026	10074	37031727	214687	14078		42		primary	primary	PRJNA776320	Scaffold	2022-09-20
252783	species	Hieraaetus ayresii	GCA_025802315.1	Accipitriformes	1310946357	33879	34060800	188351	121417		42.5		primary	primary	PRJNA815164	Scaffold	2022-10-23
252785	species	Hieraaetus morphnoides	GCA_027475465.1	Accipitriformes	1213141085	34851	36635095	76995	9616		41.5		primary	primary	PRJNA831230	Scaffold	2022-12-28
70275	species	Hieraaetus pennatus	GCA_025727975.1	Accipitriformes	1216756093	39028	36546257	72926	13053		41.5		primary	primary	PRJNA831231	Scaffold	2022-10-17
70275	species	Hieraaetus pennatus	GCA_045784365.1	Accipitriformes	1301665534	71776	1119356	97953	81966		42			primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
252787	species	Hieraaetus wahlbergi	GCA_035590315.1	Accipitriformes	1194588381	42478	36523969	58768	6629		42		primary	primary	PRJNA831232	Scaffold	2024-01-11
225398	species	Himantopus himantopus	GCA_013400095.1	Charadriiformes	1196502159	79248	712820	66275	23765		42			primary	PRJNA533106;PRJNA545868	Scaffold	2020-07-10
43150	species	Hirundo rustica	GCA_013399815.1	Passeriformes	1043753555	119850	675769	31555	13084		42.5			primary	PRJNA533106;PRJNA545868	Scaffold	2020-07-10
333673	subspecies	Hirundo rustica rustica	GCA_003692655.1	Passeriformes	1213743879	6124600	25954216	1335	364		43			primary	PRJNA481100	Scaffold	2018-10-29
215306	species	Galerida cristata	GCA_045783375.1	Passeriformes	1093026698	64376	1512853	128190	114373		42		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
279947	species	Gallinago delicata	GCA_027564035.1	Charadriiformes	1201500499	6412	77961257	354877	106721		42.5		primary	primary	PRJNA691172	Scaffold	2023-01-03
107377	species	Gallinago gallinago	GCA_027564015.1	Charadriiformes	1232026665	5018	81304857	394327	97831		42		primary	primary	PRJNA707259	Scaffold	2023-01-03
1381581	species	Gallinago hardwickii	GCA_026122665.1	Charadriiformes	1142750823	25428	77540074	119495	32711		42		primary	primary	PRJNA730868	Scaffold	2022-11-10
2774350	species	Gallinago jamesoni	GCA_025769975.1	Charadriiformes	1130334844	48211	77653574	60031	12575		42.5		primary	primary	PRJNA665057	Scaffold	2022-10-20
114734	species	Gallinago media	GCA_025630025.2	Charadriiformes	1265690539	3241	67977983	501563	86384		41.5		primary	primary	PRJNA707260	Scaffold	2023-05-25
670344	species	Gallinago megala	GCA_026122685.1	Charadriiformes	1176315638	10872	77546472	242231	68704		42		primary	primary	PRJNA730871	Scaffold	2022-11-10
586766	species	Gallinago nigripennis	GCA_027564165.1	Charadriiformes	1147616369	25638	77599595	108993	27359		42.5		primary	primary	PRJNA691176	Scaffold	2023-01-03
555258	species	Gallinago paraguaiae	GCA_025728075.1	Charadriiformes	1153592092	15517	77818824	165313	40089		42.5		primary	primary	PRJNA691173	Scaffold	2022-10-17
2802618	species	Gallinago solitaria	GCA_027564495.1	Charadriiformes	1147164240	15131	78624065	136926	19562		42		primary	primary	PRJNA691376	Scaffold	2023-01-03
433633	species	Gallinago stenura	GCA_027564225.1	Charadriiformes	1202133214	26492	78092686	156315	76263		41.5		primary	primary	PRJNA727522	Scaffold	2023-01-03
1118562	species	Gallinago undulata	GCA_026546715.1	Charadriiformes	1129623370	45806	78076589	61501	12359		42		primary	primary	PRJNA691171	Scaffold	2022-11-30
9125	species	Gallirallus australis	GCA_035610455.1	Gruiformes	1139513948	42069	129028	92286	33224		43		primary	primary	PRJNA782688	Scaffold	2024-01-12
9031	species	Gallus gallus	GCA_016699485.1	Galliformes	1053315467	18834961	90861225	676	213	41	42	GCA_016700215.2	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA660757;PRJNA673216	Chromosome	2021-01-19
9031	species	Gallus gallus	GCA_002798355.1	Galliformes	1021005462	639813	90110113	7721	1821	30	41.5			primary	PRJNA412408;PRJNA412424	Chromosome	2017-12-05
9031	species	Gallus gallus	GCA_024652985.1	Galliformes	1023494120	218587	90570627	14501	1339	33	42			primary	PRJNA777393	Chromosome	2022-08-15
9031	species	Gallus gallus	GCA_024652995.1	Galliformes	1036653693	246868	90557900	16316	1355	34	42			primary	PRJNA777393	Chromosome	2022-08-15
9031	species	Gallus gallus	GCA_024653025.1	Galliformes	1024875044	290226	90290900	12660	1566	33	42			primary	PRJNA777393	Chromosome	2022-08-15
9031	species	Gallus gallus	GCA_024653035.1	Galliformes	1018159992	257189	90425439	12606	1001	33	42			primary	PRJNA777393	Chromosome	2022-08-15
9031	species	Gallus gallus	GCA_024653045.1	Galliformes	1036335579	246386	90469443	14808	1194	34	42			primary	PRJNA777393	Chromosome	2022-08-15
9031	species	Gallus gallus	GCA_024679325.1	Galliformes	1082862924	141635	6640123	53398	25727		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679355.1	Galliformes	1127220164	101869	6094122	58890	21353		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679375.1	Galliformes	1089858833	83772	7151093	68487	28481		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679395.1	Galliformes	1114325143	93189	8382694	63357	26927		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679415.1	Galliformes	1046247424	131374	4909281	49491	18527		41.5			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679765.1	Galliformes	1060669010	142964	7946736	51186	22955		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024679905.1	Galliformes	1071602443	138399	7159698	56640	26748		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024686275.1	Galliformes	1041987655	5891282	5891282	2288	2288		42			primary	PRJNA777393	Contig	2022-08-15
9031	species	Gallus gallus	GCA_024686285.1	Galliformes	1022227161	259870	16721900	12345	1602		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024686295.1	Galliformes	1098878991	112548	7838176	65897	31976		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024686315.1	Galliformes	1087809772	109090	6130233	81324	45785		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024686355.1	Galliformes	1017761958	318264	11844793	10661	1620		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024686465.1	Galliformes	1029979720	274425	16413472	13837	1830		42			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_024687005.1	Galliformes	1058851921	134577	7865617	42770	12840		41.5			primary	PRJNA777393	Scaffold	2022-08-15
9031	species	Gallus gallus	GCA_025370635.1	Galliformes	1031193845	333100	90285403	12498	1342	34	42			primary	PRJNA777393	Chromosome	2022-09-23
9031	species	Gallus gallus	GCA_030849555.2	Galliformes	1037065285	59720364	90525302	376	133	41	42			primary	PRJNA865263	Chromosome	2024-03-22
9031	species	Gallus gallus	GCA_030914265.2	Galliformes	1035844433	62778941	90535393	629	341	41	42			primary	PRJNA865263	Chromosome	2024-03-22
9031	species	Gallus gallus	GCA_030979905.2	Galliformes	1027403116	23646952	90729915	1123	618	41	42			primary	PRJNA865263	Chromosome	2024-03-22
9031	species	Gallus gallus	GCA_034509845.1	Galliformes	1119239122	13493107	13493107	773	773		42.5			primary	PRJNA1000217	Contig	2023-12-21
9031	species	Gallus gallus	GCA_034509885.1	Galliformes	1136971406	19290140	19290140	680	680		43			primary	PRJNA1000217	Contig	2023-12-21
9031	species	Gallus gallus	GCA_034769225.1	Galliformes	991178516	58636	91460022	35766	125	40	41.5			primary	PRJNA1031390	Chromosome	2023-12-29
9031	species	Gallus gallus	GCA_034769275.1	Galliformes	996204998	63016	91200165	35380	129	40	41.5			primary	PRJNA1031388	Chromosome	2023-12-29
9031	species	Gallus gallus	GCA_039997075.1	Galliformes	1023165347	40292119	90511606	412	304	40	42			primary	PRJNA1085061	Chromosome	2024-05-31
9031	species	Gallus gallus	GCA_040436645.1	Galliformes	1097851144	91836423	91836423	71	65	40	42.5	GCA_040436655.1		primary	PRJNA1063538;PRJNA1063712	Chromosome	2024-07-02
9031	species	Gallus gallus	GCA_041920315.1	Galliformes	1136064920	72465781	86588210	538	401	40	42.5			primary	PRJNA1015027	Chromosome	2024-09-16
9031	species	Gallus gallus	GCA_046463955.1	Galliformes	1054496867	19875426	19875426	191	191		42.5			primary	PRJNA1086856	Contig	2025-01-03
208526	subspecies	Gallus gallus gallus	GCA_033088195.1	Galliformes	1080553668	79431813	91511380	89	78	39	42.5			primary	PRJNA805080	Chromosome	2023-10-27
238855	species	Garrulax canorus	GCA_040798065.1	Passeriformes	1063056820	29899	71657691	98517	29579		41.5		primary	primary	PRJNA959274	Scaffold	2024-07-21
56783	species	Garrulus glandarius	GCA_028565035.1	Passeriformes	1106508028	38566	72774246	105179	48662		41.5		primary	primary	PRJNA815248	Scaffold	2023-02-09
372293	species	Gavia adamsii	GCA_045787185.1	Gaviiformes	1296989070	170112	17478523	73948	60163		42.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
37039	species	Gavia immer	GCA_045838375.1	Gaviiformes	1196132879	35531	40686	155842	150848		41.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-09
126865	species	Gelochelidon nilotica	GCA_045787485.1	Charadriiformes	1243173097	233686	16281963	39931	28900		43		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
245564	species	Geothlypis philadelphia	GCA_051175835.1	Passeriformes	1140173443	5709434	5709434	910	910		42.5	GCA_051175795.1	primary	primary	PRJNA1201827;PRJNA1220295;PRJNA533106;PRJNA813333	Contig	2025-07-02
223485	species	Geranoaetus albicaudatus	GCA_026212835.1	Accipitriformes	1237233187	6370	37415151	291857	9171		42		primary	primary	PRJNA800793	Scaffold	2022-11-16
223773	species	Geranoaetus melanoleucus	GCA_034782615.1	Accipitriformes	1204681605	11691	36739369	167852	8304		41.5		primary	primary	PRJNA831211	Scaffold	2023-12-28
223773	species	Geranoaetus melanoleucus	GCA_027575045.1	Accipitriformes	1200166840	37150	36699592	69378	10226		41.5			primary	PRJNA771884	Scaffold	2023-01-06
2869447	species	Geranoaetus polyosoma	GCA_027580075.1	Accipitriformes	1210032168	36669	36349134	79947	11250		41.5		primary	primary	PRJNA754297	Scaffold	2023-01-06
321128	species	Geranospiza caerulescens	GCA_027575085.1	Accipitriformes	1210742078	29619	36287424	93275	6984		41.5		primary	primary	PRJNA776317	Scaffold	2023-01-06
543873	species	Glaucidium cuculoides	GCA_040967675.1	Strigiformes	1214706320	4344	45877457	395486	78362		41.5		primary	primary	PRJNA959380	Scaffold	2024-07-30
121724	species	Glaucidium passerinum	GCA_045838355.1	Strigiformes	1211139421	103581	175906	42597	35614		41.5		primary	primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-09
176041	species	Glossopsitta concinna	GCA_047446135.1	Psittaciformes	802077317	346	347	2141871	2136698		49		primary	primary	PRJNA703788	Scaffold	2025-02-04
887050	species	Gorsachius magnificus	GCA_034008185.1	Pelecaniformes	1176607910	18463888	84772300	724	79	29	43		primary	primary	PRJNA1041049	Chromosome	2023-12-01
887050	species	Gorsachius magnificus	GCA_032599265.1	Pelecaniformes	1188019456	187696	7338277	16720	1796		42.5			primary	PRJNA816834	Scaffold	2023-10-12
9117	species	Grus americana	GCA_036939035.1	Gruiformes	1259957251	793	793	2003233	2003233		42			primary	PRJNA970339	Contig	2024-03-01
40816	species	Grus grus	GCA_045788445.1	Gruiformes	1213727039	107628	335542	64832	54184		42			primary	PRJNA1153307;PRJNA489244	Scaffold	2024-12-06
30415	species	Grus japonensis	GCA_045298695.1	Gruiformes	1222442068	19894845	82897315	603	366		42.5		primary	primary	PRJDB18049	Scaffold	2024-08-22
30415	species	Grus japonensis	GCA_002002985.2	Gruiformes	1193862099	78397	96721	57394	44166		42.5			primary	PRJDB4708	Scaffold	2019-05-08
51906	species	Guaruba guarouba	GCA_011800095.2	Psittaciformes	1175317798	19329	29847	279568	239936		42			primary	PRJNA551769	Scaffold	2022-07-21
555261	species	Gubernatrix cristata	GCA_041475435.1	Passeriformes	1175224650	26459013	26459013	517	517		43		primary	primary	PRJNA1122512	Contig	2024-08-26
33616	species	Gymnogyps californianus	GCA_018139145.2	Accipitriformes	1240248578	17075888	85355094	1174	542	30	42		primary	primary	PRJNA718609	Chromosome	2022-09-01
468485	species	Gymnopithys bicolor	GCA_035041215.1	Passeriformes	1085704625	36357	72916254	83245	32193		42		primary	primary	PRJNA1007708	Scaffold	2024-01-03
43490	species	Gyps africanus	GCA_041146555.1	Accipitriformes	1242022056	27807382	27807382	504	504		42.5		primary	primary	PRJNA1072066	Contig	2024-08-08
43490	species	Gyps africanus	GCA_041146915.1	Accipitriformes	1276284512	22038010	22038010	626	625		42.5			primary	PRJNA1072066	Scaffold	2024-08-08
36247	species	Gyps fulvus	GCA_025727715.1	Accipitriformes	1223558386	32587	36588978	84889	15762		41.5		primary	primary	PRJNA831221	Scaffold	2022-10-17
8967	species	Gyps rueppelli	GCA_027575145.1	Accipitriformes	1254579656	2184	36507032	415563	7078		40.5		primary	primary	PRJNA771872	Scaffold	2023-01-06
31908	species	Haematopus ostralegus	GCA_048591965.1	Charadriiformes	116642456	260	270	361532	345163		49.5		primary	primary	PRJNA959518	Scaffold	2025-03-16
30427	species	Haemorhous mexicanus	GCA_046618625.1	Passeriformes	1161824543	14644821	14644821	600	600		43	GCA_046618755.1		primary	PRJNA1163952;PRJNA1167698	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618675.1	Passeriformes	1192420623	16008091	16008091	480	480		43.5	GCA_046618795.1		primary	PRJNA1163950;PRJNA1167704	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618735.1	Passeriformes	1177697487	16923597	16923597	435	435		43.5	GCA_046618745.1		primary	PRJNA1163948;PRJNA1167705	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618825.1	Passeriformes	1204516579	14221736	14221736	847	846		43.5	GCA_046618985.1		primary	PRJNA1163944;PRJNA1167706	Scaffold	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618935.1	Passeriformes	1173275048	16891354	16891354	511	511		43	GCA_046619155.1		primary	PRJNA1163943;PRJNA1167707	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618945.1	Passeriformes	1184303092	15585494	15585494	503	503		43.5	GCA_046619185.1		primary	PRJNA1163941;PRJNA1167708	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618955.1	Passeriformes	1211078180	20574091	20574091	508	508		43.5	GCA_046619255.1		primary	PRJNA1163937;PRJNA1167711	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046618975.1	Passeriformes	1194882361	16823373	16823373	492	492		43.5	GCA_046619225.1		primary	PRJNA1163939;PRJNA1167710	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619035.1	Passeriformes	1188398415	8119619	8119619	737	737		43.5	GCA_046619275.1		primary	PRJNA1163935;PRJNA1167713	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619045.1	Passeriformes	1180742263	11866506	11866506	614	614		43.5	GCA_046619285.1		primary	PRJNA1163931;PRJNA1167714	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619055.1	Passeriformes	1189042371	11245500	11245500	717	714		43.5	GCA_046630065.1		primary	PRJNA1163922;PRJNA1167716	Scaffold	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619065.1	Passeriformes	1168542615	14718312	14718312	507	507		43.5	GCA_046619345.1		primary	PRJNA1163924;PRJNA1167718	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619105.1	Passeriformes	1195867540	12858650	13726370	597	595		43.5	GCA_046619305.1		primary	PRJNA1163926;PRJNA1167715	Scaffold	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619135.1	Passeriformes	1171356069	10155386	10155386	591	591		43.5	GCA_046619335.1		primary	PRJNA1163919;PRJNA1167719	Contig	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619145.1	Passeriformes	1172260973	1062611	1069778	3308	3302		43	GCA_046619375.1		primary	PRJNA1163917;PRJNA1167720	Scaffold	2025-01-14
30427	species	Haemorhous mexicanus	GCA_046619175.1	Passeriformes	1274328724	948466	948466	4280	4276		42.5	GCA_046619395.1		primary	PRJNA1163915;PRJNA1167721	Scaffold	2025-01-14
2767836	species	Hafferia zeledoni	GCA_035583235.1	Passeriformes	1095236185	37556	71718664	88398	37315		42		primary	primary	PRJNA1007709	Scaffold	2024-01-11
325331	species	Halcyon badia	GCA_027560335.1	Coraciiformes	1169930034	28559	62682	212039	175224		42		primary	primary	PRJNA574420	Scaffold	2023-01-03
2231448	species	Halcyon chelicuti	GCA_027560355.1	Coraciiformes	1190389089	19347	57284	273952	218991		42.5		primary	primary	PRJNA573938	Scaffold	2023-01-03
325332	species	Halcyon leucocephala	GCA_027560235.1	Coraciiformes	1261864246	25802	58613	481729	440410		42		primary	primary	PRJNA573940	Scaffold	2023-01-03
170866	species	Halcyon malimbica	GCA_024499975.1	Coraciiformes	1164777306	26796	63048	176259	138005		42		primary	primary	PRJNA573936	Scaffold	2022-08-01
1003843	species	Halcyon smyrnensis	GCA_027560215.1	Coraciiformes	1151795822	40489	73174	155876	133435		42		primary	primary	PRJNA573935	Scaffold	2023-01-03
8969	species	Haliaeetus albicilla	GCA_013398555.1	Accipitriformes	1222690830	134899	4551471	31032	6418		42			primary	PRJNA533106;PRJNA545868	Scaffold	2020-07-10
321120	species	Haliaeetus ichthyaetus	GCA_025448135.1	Accipitriformes	1319805115	2356	35885275	589424	68955		41.5		primary	primary	PRJNA802903	Scaffold	2022-09-27
52645	species	Haliaeetus leucogaster	GCA_025740775.1	Accipitriformes	1211516626	31650	36561209	86830	11336		41.5		primary	primary	PRJNA831167	Scaffold	2022-10-18
52649	species	Haliaeetus vocifer	GCA_034782675.1	Accipitriformes	1198605342	16891	36585788	124815	6876		41.5		primary	primary	PRJNA831223	Scaffold	2023-12-28
8971	species	Haliastur indus	GCA_027575065.1	Accipitriformes	1206806020	38462	36468907	68630	7462		41.5		primary	primary	PRJNA771887	Scaffold	2023-01-06
321117	species	Haliastur sphenurus	GCA_027575105.1	Accipitriformes	1253870908	2627	37499110	525117	34625		43.5		primary	primary	PRJNA771635	Scaffold	2023-01-06
387842	species	Harpagus bidentatus	GCA_025310495.1	Accipitriformes	1208184053	37210	36473192	73582	9806		41.5		primary	primary	PRJNA771906	Scaffold	2022-09-20
321134	species	Harpyhaliaetus coronatus	GCA_026770365.1	Accipitriformes	1226013973	2394	37477071	520384	13830		43.5		primary	primary	PRJNA754288	Scaffold	2022-12-09
321108	species	Harpyopsis novaeguineae	GCA_026930785.1	Accipitriformes	860319238	837	25974011	283017	6256		37		primary	primary	PRJNA771875	Scaffold	2022-12-16
8853	species	Branta canadensis	GCA_049942515.1	Anseriformes	1190482880	19505	77642345	286791	146977		42			primary	PRJNA839067	Scaffold	2025-04-26
